SYS_ID_TR_MERCHANT_REGISTRATION,UPDATED,NAME_R_USER,REMARK,NAME_R_TYPE
a6c72bd4-5b34-4ae8-8601-cfd8a1aab05f,18:50.2,Mutiara Nur Fatimah,"Return to DE; owner dan account name, MCC frozen food 5422",Return
b045245e-c9fa-414b-9f36-1d5fd1c2c099,49:32.4,Mutiara Nur Fatimah,Return to SS; pls cfm brdsrkn hasil PV owner menginginkan penambahan Memberbank MANDIRI pd EDC Himbara yg sdg diajukan,Return
921faca9-9654-436a-811b-e1ae84689db8,21:25.9,Nurbaiti Albadru,PV to Owner EGGY AMA (08111012523),Submit Registration
8faceed2-98bc-4976-bc40-95c448d3ee9a,24:19.0,Nurbaiti Albadru,TO DE : Pls cfm kodepos tdk sesuai dgn alamat merchant,Return
d383b2c3-7536-43d8-8900-7e9d3725bc87,57:07.8,Rita Nurmalasari,PV to 081289075543 Ifa (spouse) Akuisisi baru EDC Himbara Mandiri BRI;,Submit Registration
ec2733c1-092f-4bd2-9367-b5c387023ea5,31:20.6,Rita Nurmalasari,"PV to 08138051333 owner, Akuisisi baru EDC Himbara Mandiri BNI;",Submit Registration
ec2733c1-092f-4bd2-9367-b5c387023ea5,33:22.5,Rita Nurmalasari,"PV to 08138051333 owner, Akuisisi baru EDC Himbara Mandiri BNI;",Submit
ac586b7d-f95a-4ca4-98f1-624651813fa2,40:38.7,Mutiara Nur Fatimah,Return to SS; pls cfm sudah EDC Mandiri aktif di alamat yg sama (71035470059),Return
e43ba741-6468-4829-9ba6-c4a6962cfefc,10:06.3,Rita Nurmalasari,"PV to owner 081219714210,",Submit
9273a4f7-ff68-4bc8-9b77-bcfea693e291,48:56.8,Rita Nurmalasari," PV to PIC Joni (081261338813) Akuisisi baru EDC Himbara Mandiri BNI BRI; Rek an Owner; MDR std, Settle D+0, MCC 5661",Submit Registration
67cda427-c1b7-4e43-aee0-8464db86d807,19:54.2,Nurbaiti Albadru,TO DE : Pls cfm kodepos berbeda kota dgn alamat merchant,Return
2b96d317-5743-4ce9-9710-608268fc3acc,04:49.9,Nurbaiti Albadru,TO SS : Hasil SLIK Not Pass,Return
9c97f143-caf6-49be-aa64-5b0287c8f8ee,31:01.2,Rita Nurmalasari,"Req EDC Himbara  MANDIRI, BTN u/ SENDAL BARU. MDR std, all fitur ses doc terlampir. PV meet owner, ok.",Submit
9273a4f7-ff68-4bc8-9b77-bcfea693e291,49:37.8,Rita Nurmalasari,PV to PIC Joni (081261338813),Submit
921faca9-9654-436a-811b-e1ae84689db8,21:57.2,Nurbaiti Albadru,PV to Owner EGGY AMA (08111012523),Submit
27b43e20-35d2-4c9b-a4e1-7bc15457b774,25:47.2,Nurbaiti Albadru,PV to Owner (081293556450),Submit
f61445a0-df0b-47dc-8158-8ac22db63ff0,37:28.4,Nurbaiti Albadru,TO SS : Hasil pv di lokasi sdh ada edc BRI,Return
2b96d317-5743-4ce9-9710-608268fc3acc,58:06.8,Nurbaiti Albadru,PV to Owner (08121087970),Submit Registration
7e753cff-b9ca-46a6-88b6-8fd6d47a665c,58:49.0,Mutiara Nur Fatimah,Return to SS; pls cfm nomor 083808398965 tdk dpt dihubungi,Return
1cfb720c-d7af-4dc8-962c-d48e7244be72,12:40.7,Rita Nurmalasari,TO SS: PV to owner direject (pending PV),Return
9750e4a9-ccc1-477e-8688-582f605b86ad,02:55.3,Muhaiminah MTI,"PV to PIC owner 081319381088,",Submit
861a00fc-c402-43e0-86d9-04f93bc01b36,54:52.9,Ricky Nelson,PV to Owner (081290222314),Submit
861a00fc-c402-43e0-86d9-04f93bc01b36,48:37.0,Ricky Nelson,ok,Submit Registration
ce04f77e-71bf-4473-b901-06e4a5d8bf49,52:38.9,Rizqikah Diana Putri,ok,Submit Registration
29ce3090-eb6f-40f7-8d9d-7f03bacd4c0d,42:24.4,Ricky Nelson,TO SS : document tdk bisa di buka dan tdk bisa di lakukan analisa,Return
241bc368-cc1a-4256-b5e8-f46822675ed9,46:16.3,Ricky Nelson,TO SS : merchant tdk respond pv analyst,Return
20e62bf0-3386-4423-ae35-752b1fd3484c,47:28.6,Ricky Nelson,TO SS : document tdk bisa di buka dan tdk bisa di lakukan analisa,Return
c555ef82-385c-4b0d-8c63-55e5d609f122,46:49.4,Ricky Nelson,TO SS : merchant tdk respond pv analyst,Return
ce04f77e-71bf-4473-b901-06e4a5d8bf49,54:59.2,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA BTN, MANDIRI u/ TOKO MAS LIA. MDR std all fitur refer doc terlampir. PV meet owner, ok. ",Submit
9d6fcd23-7db5-4a66-aecd-938c035f5733,56:44.9,Rizqikah Diana Putri,ok,Submit Registration
9d6fcd23-7db5-4a66-aecd-938c035f5733,58:10.5,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA BNI Dan mandiri u/ NUR CELL. MDR std, debit only refer doc terlampi. PV Meet owner, ok.",Submit
8fea9dae-1786-4283-b60b-335977fdc793,23:45.8,Mutiara Nur Fatimah,Return to SS; pls cfm sudah EDC Mandiri aktif di alamat yg sama (70411432529),Return
cb526ac3-f199-4919-9859-0d7ad92ef8b9,45:32.8,Al Qhori Mushafi,to ss: merchant tdk manjawab telp analyst,Return
24c121c6-5af6-4aa6-bfa3-0c3e29a8bd86,51:39.1,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit Registration
24c121c6-5af6-4aa6-bfa3-0c3e29a8bd86,52:04.7,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit
0435cac8-e7a0-4db5-bfa9-44f26d4be61e,20:20.2,Rita Nurmalasari,PV to PIC owner 0811344808;,Submit Registration
082e5574-eb36-4818-b3ae-33501695d335,33:31.4,Rita Nurmalasari,TO SS: masih ada EDC Mandiri dgn status on operation di merchant,Return
b68a2b38-4dd9-4aaa-9893-227666d154f9,12:43.6,Nurbaiti Albadru,PV to Owner (082277982018),Submit
86e66d7b-acca-4375-a1c1-475009b86a58,20:45.6,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit
0435cac8-e7a0-4db5-bfa9-44f26d4be61e,21:45.4,Rita Nurmalasari,TO DE: MCC 5211,Return
b68a2b38-4dd9-4aaa-9893-227666d154f9,07:22.8,Nurbaiti Albadru,PV to Owner (082277982018),Submit Registration
4f921584-9153-409e-9d51-409a2ccdbc2d,13:45.2,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
318fa24a-ca2d-4dbd-8190-4bb48b38b94d,15:42.5,Nurbaiti Albadru,PV to PIC (081357575100),Submit
86e66d7b-acca-4375-a1c1-475009b86a58,19:12.0,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit Registration
d383b2c3-7536-43d8-8900-7e9d3725bc87,23:25.4,Muhaiminah MTI,pv ok,Submit Registration
d383b2c3-7536-43d8-8900-7e9d3725bc87,23:52.4,Muhaiminah MTI,PV to 081289075543 Ifa (spouse),Submit
644fa2be-00c7-4efa-beb6-e38bac128f71,15:58.6,Rizqikah Diana Putri,"Req Pengajuan EDC HIMBARA BNI, BRI u/ RINEL. MDR std all fitur refer doc, PV meet owner, ok",Submit
e2bbfc3a-fe44-4376-8195-5a0938e7749e,19:32.7,Nurbaiti Albadru,PV to Owner (082113648839),Submit
8950de72-2388-4fbd-b64e-a97e530c9d04,20:49.7,Nurbaiti Albadru,PV to Owner (089638942110),Submit
9c97f143-caf6-49be-aa64-5b0287c8f8ee,23:35.9,Rita Nurmalasari,"Req EDC Himbara  MANDIRI, BTN u/ SENDAL BARU. MDR std, all fitur ses doc terlampir. PV meet owner, ok.",Submit Registration
9c97f143-caf6-49be-aa64-5b0287c8f8ee,24:09.7,Rita Nurmalasari,"Req EDC Himbara  MANDIRI, BTN u/ SENDAL BARU. MDR std, all fitur ses doc terlampir. PV meet owner, ok.",Submit
0d11560c-558d-4c58-9978-09e3fd91f4cf,25:06.7,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA  MANDIRI, BRI u/ ABANG DEDIK PONSEL. MDR std all fitur refer doc terlampir, PV Meet PIC. ok. ",Submit
b4b2a579-43ba-4ea7-b350-c152631aa8a3,26:15.5,Rizqikah Diana Putri,ok,Submit Registration
ea180de7-90de-4133-90aa-9691300d0679,26:18.9,Muhaiminah MTI,pv ok,Submit Registration
b4b2a579-43ba-4ea7-b350-c152631aa8a3,26:40.8,Rizqikah Diana Putri,"PV to Owner (088290156345) Akuisisi baru EDC Himbara Mandiri BNI BRI; Rek an Owner; MDR std, Settle D+0, MCC 7994",Submit
0d11560c-558d-4c58-9978-09e3fd91f4cf,23:19.4,Rizqikah Diana Putri,ok,Submit Registration
98fb73f9-adaf-4e87-b757-50b2b10d48f5,24:49.6,Muhaiminah MTI,PV to Owner (087863135822),Submit
e2bbfc3a-fe44-4376-8195-5a0938e7749e,19:08.6,Nurbaiti Albadru,PV to Owner (082113648839),Submit Registration
8950de72-2388-4fbd-b64e-a97e530c9d04,20:27.1,Nurbaiti Albadru,PV to Owner (089638942110),Submit Registration
251f7a7a-7ab4-4d23-a865-620ed4e25158,37:54.3,Rizqikah Diana Putri,ok,Submit Registration
251f7a7a-7ab4-4d23-a865-620ed4e25158,38:13.8,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA BRI dan Mandiri u/ ZUBAIDAH BARAYIS. MDR std all fitur refer doc terlampir. PV meet owner, ok.",Submit
98fb73f9-adaf-4e87-b757-50b2b10d48f5,24:27.2,Muhaiminah MTI,pv ok,Submit Registration
91332e34-8f1f-400f-b504-5b57ab7fa687,33:57.2,Ricky Nelson,ok,Submit Registration
2b96d317-5743-4ce9-9710-608268fc3acc,36:18.3,Rizqikah Diana Putri,TO SS REVDOC : SLIK not pass.. surat lunas tdk terlampir? ,Return
de90f547-bcc4-4593-a9dd-bc00da22fccc,37:08.4,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
ec2733c1-092f-4bd2-9367-b5c387023ea5,48:26.6,Rita Nurmalasari,"PV to 08138051333 owner, Akuisisi baru EDC Himbara Mandiri BNI; Rek an Owner; MDR std, Settle D+0, MCC 5812",Submit Registration
ec2733c1-092f-4bd2-9367-b5c387023ea5,48:50.2,Rita Nurmalasari,"PV to 08138051333 owner, Akuisisi baru EDC Himbara Mandiri BNI; Rek an Owner; MDR std, Settle D+0, MCC 5812",Submit
ea8b7f3b-34da-4612-9e89-d68153cfb438,05:35.8,Rita Nurmalasari,PV to owner 081908299768;,Submit Registration
ea8b7f3b-34da-4612-9e89-d68153cfb438,06:40.0,Rita Nurmalasari,TO SS: pls cfm no rek Bank Mandiri pada MA salah,Return
6be37e2e-3203-49e6-8000-2d3451dbf954,11:32.6,Rita Nurmalasari,PV to owner 081908299768;,Submit Registration
6be37e2e-3203-49e6-8000-2d3451dbf954,13:13.3,Rita Nurmalasari,TO SS: pls cfm no rek Bank Mandiri pada MA salah,Return
568b72d9-a1cc-4ec3-aceb-45543d0a249a,12:39.9,Mutiara Nur Fatimah,PV to 081219192051 Feisyal as Owner,Submit Registration
86e66d7b-acca-4375-a1c1-475009b86a58,36:07.2,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit Registration
d950543c-fbfa-45cf-8d69-1134ea9f7d93,02:05.3,Nurbaiti Albadru,PV to Owner (081350003402),Submit
568b72d9-a1cc-4ec3-aceb-45543d0a249a,13:21.8,Mutiara Nur Fatimah,PV to 081219192051 Feisyal as Owner,Submit
91332e34-8f1f-400f-b504-5b57ab7fa687,56:26.6,Ricky Nelson,"TO SS REVDOC : MA, hrp cek kembali norek mandiri",Return
6b3d7a67-b027-4401-a0ec-08bce14a86ce,15:51.3,Ricky Nelson,TO SS : merchant tdk respond PV analyst,Return
db5a56be-8d03-426e-a0df-1b464643951f,19:27.2,Ricky Nelson,ok,Submit Registration
db5a56be-8d03-426e-a0df-1b464643951f,19:53.7,Ricky Nelson,PV to Owner (081311002541),Submit
d950543c-fbfa-45cf-8d69-1134ea9f7d93,55:31.5,Nurbaiti Albadru,PV to Owner (081350003402),Submit Registration
4de81a5a-8796-4d1b-9132-721842e2f092,27:26.7,Al Qhori Mushafi,to de: mohon sesuikan nama rekening dgn buku tabungan,Return
86e66d7b-acca-4375-a1c1-475009b86a58,36:44.8,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit
93446eae-f0d8-490a-baf1-a3ce97505753,26:51.7,Rita Nurmalasari,"PV to owner 081268342347,",Submit Registration
93446eae-f0d8-490a-baf1-a3ce97505753,28:57.6,Rita Nurmalasari,"PV to owner 081268342347,",Submit
9750e4a9-ccc1-477e-8688-582f605b86ad,34:29.3,Rita Nurmalasari,"PV to PIC owner 081319381088,",Submit Registration
9750e4a9-ccc1-477e-8688-582f605b86ad,35:02.1,Rita Nurmalasari,"PV to PIC owner 081319381088,",Submit
ea180de7-90de-4133-90aa-9691300d0679,48:45.5,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA MANDIRI, BNI,BRI,BTN u/ EMPANG JAYA FURNITURE. MDR std, all fitur refer doc terlampir, PV meet PIC ok. ",Submit
f55ef650-5745-4aba-a65f-e675ac6d6947,49:47.1,Rizqikah Diana Putri,ok,Submit Registration
f55ef650-5745-4aba-a65f-e675ac6d6947,50:16.7,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA BRI dan Mandiri u/ SANTOSA FROZEN. MDR std all fitur refer doc terlampir. PV meet owner, ok. ",Submit
ba78e425-53cf-43d9-90a3-b99a598782c2,51:09.8,Rizqikah Diana Putri,ok,Submit Registration
ba78e425-53cf-43d9-90a3-b99a598782c2,51:40.0,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA Mandiri, bri, bni u/ ALVIAN COLLECTION. MDR std all fitur refer doc terlampir, PV meet owner. ok.",Submit
32618da9-2e5d-4c54-a0f3-5c1f0bc1c3e4,53:18.5,Ricky Nelson,"TO SS : doc foto,NIB,NPWP,KTP tdk bisa di buka",Return
42fc3aa8-d9f0-496f-9931-6587b9fbd664,57:01.3,Ricky Nelson,TO SS : merchant tdk respond PV analyst,Return
3dea2db5-4736-4940-a04f-8a15ee2b6c56,07:48.2,Nurbaiti Albadru,PV to Owner (08179188118),Submit Registration
3dea2db5-4736-4940-a04f-8a15ee2b6c56,08:37.4,Nurbaiti Albadru,PV to Owner (08179188118),Submit
cc97403d-c126-4487-83b6-09a972ec7301,09:36.3,Nurbaiti Albadru,PV to Owner (087774534013),Submit Registration
cc97403d-c126-4487-83b6-09a972ec7301,10:00.3,Nurbaiti Albadru,PV to Owner (087774534013),Submit
67cda427-c1b7-4e43-aee0-8464db86d807,11:33.6,Nurbaiti Albadru,PV to Owner (081231574870),Submit Registration
67cda427-c1b7-4e43-aee0-8464db86d807,11:49.5,Nurbaiti Albadru,PV to Owner (081231574870),Submit
8faceed2-98bc-4976-bc40-95c448d3ee9a,12:49.2,Nurbaiti Albadru,PV to Owner (081232383666),Submit Registration
8faceed2-98bc-4976-bc40-95c448d3ee9a,14:10.5,Nurbaiti Albadru,PV to Owner (081232383666),Submit
f61445a0-df0b-47dc-8158-8ac22db63ff0,17:52.0,Nurbaiti Albadru,"TO SS : High risk merchant, sesuaikan sett day",Return
a9556384-9e3f-4896-82af-46cbbd2eeedc,18:37.9,Nurbaiti Albadru,PV to Owner (081321921330),Submit Registration
a9556384-9e3f-4896-82af-46cbbd2eeedc,18:56.4,Nurbaiti Albadru,PV to Owner (081321921330),Submit
b68a2b38-4dd9-4aaa-9893-227666d154f9,19:36.1,Nurbaiti Albadru,PV to Owner (082277982018),Submit Registration
b68a2b38-4dd9-4aaa-9893-227666d154f9,19:48.9,Nurbaiti Albadru,PV to Owner (082277982018),Submit
0a071d0e-01aa-48fb-b106-6e92312c5f99,41:29.1,Al Qhori Mushafi,PV to Owner (08111929474),Submit
0435cac8-e7a0-4db5-bfa9-44f26d4be61e,52:43.1,Rita Nurmalasari,PV to PIC owner 0811344808;,Submit Registration
0435cac8-e7a0-4db5-bfa9-44f26d4be61e,53:11.7,Rita Nurmalasari,PV to PIC owner 0811344808;,Submit
e039ebda-28ee-49df-91d9-ceda79511d7e,17:05.8,Al Qhori Mushafi,to ss: pv di reject 085761292939,Return
4de81a5a-8796-4d1b-9132-721842e2f092,01:39.4,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit
c3f639d8-7965-4081-9506-cf7bfcd649fa,16:58.6,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA BNI, BRI, Mandiri u/ ZONA CELL. MDR std, all fitur refer doc terlampir. PV meet PIC, ok. ",Submit
609880e4-582f-4316-ba69-3acbcfe15351,12:21.7,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA Mandiri, BRI u/ ABANG DEDIK. MDR std, all fitur refer doc ok. PV meet Owner. ok. ",Submit
a6c72bd4-5b34-4ae8-8601-cfd8a1aab05f,17:51.9,Rita Nurmalasari,TO SS: pls cfm NIK owner pada SLIK typo,Return
93446eae-f0d8-490a-baf1-a3ce97505753,55:15.7,Rita Nurmalasari,"PV to owner 081268342347, Akuisisi baru EDC Himbara, BM, BRI & BNI; MDR std, Settle D+1, MCC 4812; fitur sesuai dok terlampir",Submit Registration
609880e4-582f-4316-ba69-3acbcfe15351,07:17.4,Rizqikah Diana Putri,OK,Submit Registration
2687d16a-ee29-4f49-8b43-8e2d34d5f7cb,57:43.9,Al Qhori Mushafi,to de: posting emthod blm berubah,Return
c3f639d8-7965-4081-9506-cf7bfcd649fa,15:12.9,Rizqikah Diana Putri,ok,Submit Registration
93446eae-f0d8-490a-baf1-a3ce97505753,55:40.0,Rita Nurmalasari,"PV to owner 081268342347, Akuisisi baru EDC Himbara, BM, BRI & BNI; MDR std, Settle D+1, MCC 4812; fitur sesuai dok terlampir",Submit
ea180de7-90de-4133-90aa-9691300d0679,21:35.4,Rizqikah Diana Putri,ok,Submit Registration
ce04f77e-71bf-4473-b901-06e4a5d8bf49,54:33.2,Rizqikah Diana Putri,ok,Submit Registration
ce04f77e-71bf-4473-b901-06e4a5d8bf49,54:51.4,Rizqikah Diana Putri," Pengajuan EDC HIMBARA BTN, MANDIRI u/ TOKO MAS LIA. MDR std all fitur refer doc terlampir. PV meet owner, ok.",Submit
2840027f-d669-4aa1-988a-3457c18b0922,22:54.3,Al Qhori Mushafi,to ss: doc MA tdk bs di download,Return
e2bbfc3a-fe44-4376-8195-5a0938e7749e,58:21.6,Rita Nurmalasari,PV to Owner (082113648839),Submit Registration
e2bbfc3a-fe44-4376-8195-5a0938e7749e,58:49.4,Rita Nurmalasari,PV to Owner (082113648839),Submit
ea180de7-90de-4133-90aa-9691300d0679,23:59.1,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA MANDIRI, BNI,BRI,BTN u/ EMPANG JAYA FURNITURE. MDR std, all fitur refer doc terlampir, PV meet PIC ok. ",Submit
4de81a5a-8796-4d1b-9132-721842e2f092,00:38.0,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit Registration
67cda427-c1b7-4e43-aee0-8464db86d807,25:09.4,Rizqikah Diana Putri,ok,Submit Registration
67cda427-c1b7-4e43-aee0-8464db86d807,25:33.2,Rizqikah Diana Putri,PV to Owner (081231574870),Submit
70fed250-bdaa-4098-a5ff-5f8bf01369af,52:45.5,Rizqikah Diana Putri,ok,Submit Registration
70fed250-bdaa-4098-a5ff-5f8bf01369af,53:26.7,Rizqikah Diana Putri,PV to Owner (Romelin 081398686252),Submit
e0f7ac65-1e71-42c4-8315-defee11fbd4d,15:28.5,Al Qhori Mushafi,to de: mohon perbaiki posting method,Return
8950de72-2388-4fbd-b64e-a97e530c9d04,03:49.0,Rizqikah Diana Putri,ok,Submit Registration
8950de72-2388-4fbd-b64e-a97e530c9d04,08:02.2,Rizqikah Diana Putri,PV to Owner (089638942110),Submit
e0f7ac65-1e71-42c4-8315-defee11fbd4d,14:39.3,Al Qhori Mushafi,to de: mohon perbaiki posting method,Return
573dba95-7835-41e9-a434-74d499b71286,31:42.2,Nurbaiti Albadru,PV to Owner (085774128128),Submit Registration
573dba95-7835-41e9-a434-74d499b71286,33:15.8,Nurbaiti Albadru,PV to Owner (085774128128),Submit
ce04f77e-71bf-4473-b901-06e4a5d8bf49,34:46.9,Rizqikah Diana Putri,TO SSREVDOC : Pls confrm stlmnt days mrchnt high risk,Return
d0606729-8577-46da-bf48-11afb973d5a2,46:38.0,Ricky Nelson,TO SS :merchant tdk bisa di pv (non aktif),Return
b81b2194-a617-418e-bf61-d2730372d45f,39:37.8,Rizqikah Diana Putri,ok,Submit Registration
bfee1c28-ec29-45c7-b191-4a1a9c2ad975,42:42.5,Rita Nurmalasari,PV to PIC Dessy (081311261711),Submit
6f8c89d4-919b-4e45-b76c-df4f90631813,36:34.3,Rita Nurmalasari,PV to PIC owner (082110829773),Submit
90d419b4-c5d4-4e15-a056-2c049657c518,22:05.5,Rizqikah Diana Putri,PV to PIC Dessy (081311261711),Submit
90d3a6dc-f63f-4d38-a535-3b7cc1eb43d2,49:48.7,Rizqikah Diana Putri,PV to 081291687922 PASTA NIAGA as Owner,Submit
7e6f976f-afc3-4b4a-9445-9ec24b1fa396,00:40.0,Ricky Nelson,ok,Submit Registration
7e6f976f-afc3-4b4a-9445-9ec24b1fa396,01:13.2,Ricky Nelson,PV to Owner (085718513177),Submit
ea8b7f3b-34da-4612-9e89-d68153cfb438,07:34.4,Ricky Nelson,ok,Submit Registration
ea8b7f3b-34da-4612-9e89-d68153cfb438,08:00.6,Ricky Nelson,PV to owner 081908299768;,Submit
921faca9-9654-436a-811b-e1ae84689db8,41:16.8,Rizqikah Diana Putri,ok,Submit Registration
921faca9-9654-436a-811b-e1ae84689db8,41:33.7,Rizqikah Diana Putri,PV to Owner EGGY AMA (08111012523),Submit
b4b2a579-43ba-4ea7-b350-c152631aa8a3,42:40.9,Rizqikah Diana Putri,ok,Submit Registration
b4b2a579-43ba-4ea7-b350-c152631aa8a3,43:00.5,Rizqikah Diana Putri,PV to Owner (088290156345),Submit
2b96d317-5743-4ce9-9710-608268fc3acc,47:16.2,Rizqikah Diana Putri,TO SS : Slik tidak terlampir? ,Return
90d3a6dc-f63f-4d38-a535-3b7cc1eb43d2,48:56.5,Rizqikah Diana Putri,ok,Submit Registration
0435cac8-e7a0-4db5-bfa9-44f26d4be61e,05:23.3,Mutiara Nur Fatimah,PV to PIC owner 0811344808;,Submit Registration
9090f60a-7ddf-4df8-b9b3-d073d8ccdd0e,56:47.9,Muhaiminah MTI,pv ok,Submit Registration
9090f60a-7ddf-4df8-b9b3-d073d8ccdd0e,02:06.1,Muhaiminah MTI,PV to Doni Wijaya,Submit
762367d8-cdbf-48d3-b9ae-7a73e7c6a31c,07:46.9,Muhaiminah MTI,pv ok,Submit Registration
762367d8-cdbf-48d3-b9ae-7a73e7c6a31c,09:45.5,Muhaiminah MTI,To SS Revdoc: MA - Harap perbaiki Settlement Days; high risk merchant ,Return
0435cac8-e7a0-4db5-bfa9-44f26d4be61e,05:53.5,Mutiara Nur Fatimah,PV to PIC owner 0811344808;,Submit
b4b2a579-43ba-4ea7-b350-c152631aa8a3,39:14.1,Nurbaiti Albadru,PV to Owner (088290156345),Submit Registration
19566a8c-f299-49e5-b485-5aed80079173,13:59.6,Mutiara Nur Fatimah,Return to SS; pls cfm sudah EDC Mandiri aktif di alamat yg sama (71073815232),Return
4f921584-9153-409e-9d51-409a2ccdbc2d,26:36.9,Mutiara Nur Fatimah,Return to SS: merchant tidak dpt diverifikasi,Return
e57245cf-2f28-47c7-8812-acda934b67bb,06:29.6,Mutiara Nur Fatimah,Return to SS; ses hasil PV owner sudah ada EDC BNI dan Mandiri aktif terpasang,Return
91332e34-8f1f-400f-b504-5b57ab7fa687,46:56.1,Ricky Nelson,ok,Submit Registration
b4b2a579-43ba-4ea7-b350-c152631aa8a3,41:21.6,Nurbaiti Albadru,PV to Owner (088290156345),Submit
ce55c7ea-c35a-44ee-adb7-a21c551ad6a7,36:06.0,Rita Nurmalasari,TO SS: existing BRI masih ada di MAAS status on operation (no rek sama) ,Return
2bbacc12-b12c-4955-9cd4-cd1cef4eb265,05:11.5,Rizqikah Diana Putri,ok,Submit Registration
1b64c2fd-0a93-4f52-addd-93cbf9570c23,32:22.5,Rita Nurmalasari,Pv to owner:,Return
6be37e2e-3203-49e6-8000-2d3451dbf954,07:44.4,Rizqikah Diana Putri,PV to owner 081908299768;,Submit
91332e34-8f1f-400f-b504-5b57ab7fa687,49:19.1,Ricky Nelson,PV to owner MISBAUDIN (081908299768),Submit
6be37e2e-3203-49e6-8000-2d3451dbf954,07:15.2,Rizqikah Diana Putri,ok,Submit Registration
72ccaa05-ef19-43cb-af71-bc9d6c550280,08:55.7,Rizqikah Diana Putri,ok,Submit Registration
3caa1c8f-3074-4efc-9e8f-997d21c49296,34:16.6,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
251f7a7a-7ab4-4d23-a865-620ed4e25158,03:10.3,Rizqikah Diana Putri,ok,Submit
6077c4a0-a8e5-481e-b369-b6d9b34624ed,04:08.9,Rizqikah Diana Putri,ok,Submit Registration
72ccaa05-ef19-43cb-af71-bc9d6c550280,09:25.2,Rizqikah Diana Putri,PV to 089531576481 SARAH as PIC,Submit
6077c4a0-a8e5-481e-b369-b6d9b34624ed,04:35.3,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA MANDIRI dan BRI u/ ES TEH INDONESIA - MEKARSARI. MDR std, all fitur refer doc terlampir, PV meet PIC, ok. ",Submit
2bbacc12-b12c-4955-9cd4-cd1cef4eb265,05:38.0,Rizqikah Diana Putri,"Pengajuan EDC HIMBARA BRI dan Mandiri u/ ES TEH INDONESIA - KELAPA DUA DEPOK. MDR std all fitur refer doc terlampir, PV meet Owner, ok. ",Submit
679248dc-c8c2-4e05-8bce-1b177338bc8c,15:22.3,Rita Nurmalasari,TO SS: pls cfm pada merchant ada mesin EDC Bank Mandiri dengan status on operation,Return
73f78750-7452-4d5f-b5f0-24b8719a3f9e,10:18.4,Nurbaiti Albadru,"TO SS REVDOC : MA/PKS; PV tdk diangkat, harap lampirkan no telp yg dpt diverifikasi",Return
84db366d-56fb-4c49-a282-e4f55f79d11d,02:31.7,Nurbaiti Albadru,PV to Owner (087831122777),Submit Registration
84db366d-56fb-4c49-a282-e4f55f79d11d,06:08.1,Nurbaiti Albadru,TO DE : Revisi sett day,Return
762367d8-cdbf-48d3-b9ae-7a73e7c6a31c,20:58.4,Nurbaiti Albadru,TO SS : Pls cfm jangka waktu sewa sudah berakhir,Return
2687d16a-ee29-4f49-8b43-8e2d34d5f7cb,43:50.8,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit
738b5746-6209-4513-a23c-6e34d9cf7b4d,40:35.7,Al Qhori Mushafi,to de: mohon perbaiki posting method,Return
2687d16a-ee29-4f49-8b43-8e2d34d5f7cb,43:34.7,Al Qhori Mushafi,"Akuisisi baru, Req edc fitur reguler",Submit Registration
cf170b01-0efb-4777-ab9a-1f279eccde60,43:02.2,Al Qhori Mushafi,TO SS : merchant tdk bisa di PV,Return
b045245e-c9fa-414b-9f36-1d5fd1c2c099,31:34.0,Mutiara Nur Fatimah,PV to PV to 081212128583 SISWANTI JUMARI as Owner,Submit
6bd61e83-0903-4ae1-8e31-d0d677a51aed,32:54.3,Mutiara Nur Fatimah,Return to SS: merchant tidak dpt diverifikasi,Return
f26502f8-3a70-4cb0-aee3-72326b17e3d0,34:38.1,Mutiara Nur Fatimah,Return to SS: merchant tidak dpt diverifikasi,Return
