IDLOG,IDTRACKER,IDSTATUS,APLC_STATUS,APLC_AUTH,APLC_RSON,PROC_PGRS_SEQ_NO,DATA_CHNG_DTTM
27568,7699,20,Data Entry,Approved,,1,2/18/2023 14:02
27569,7695,30,B/L Check,Approved,,1,2/20/2023 8:02
27570,7695,40,Application Check,Approved,,1,2/20/2023 16:02
27571,7695,50,Merchant Analyst,Returned,Uncompleted Documents,1,2/22/2023 9:02
27572,7695,61,Member Bank Apprval 1,Approved,,1,2/23/2023 15:02
27573,7695,70,Approval Completed,Approved,,1,2/23/2023 15:02
27574,7695,10,DOC Registration,Approved,,2,2/22/2023 13:02
27575,7695,20,Data Entry,Approved,,2,2/22/2023 15:02
27576,7696,61,Member Bank Apprval 1,Approved,,1,2/17/2023 16:02
27577,7697,10,DOC Registration,Approved,,1,2/17/2023 11:02
27578,7697,30,B/L Check,Approved,,1,2/20/2023 8:02
27579,7697,40,Application Check,Approved,,1,2/20/2023 8:02
27580,7710,30,B/L Check,Approved,,1,2/20/2023 8:02
27581,7710,40,Application Check,Approved,,1,2/20/2023 8:02
27582,7697,50,Merchant Analyst,Approved,,1,2/21/2023 6:02
27583,7697,61,Member Bank Apprval 1,Approved,,1,2/21/2023 15:02
27584,7697,70,Approval Completed,Approved,,1,2/28/2023 15:02
27585,7698,30,B/L Check,Approved,,1,2/20/2023 7:02
27586,7698,40,Application Check,Approved,,1,2/20/2023 8:02
27587,7703,30,B/L Check,Approved,,1,2/20/2023 7:02
27588,7698,50,Merchant Analyst,Returned,Application,1,2/20/2023 16:02
27589,7698,61,Member Bank Apprval 1,Approved,,1,2/22/2023 9:02
27590,7698,70,Approval Completed,Approved,,1,2/25/2023 18:02
27591,7698,30,B/L Check,Approved,,2,2/21/2023 4:02
27592,7698,40,Application Check,Approved,,2,2/21/2023 7:02
27593,7698,50,Merchant Analyst,Approved,,2,2/21/2023 9:02
27594,7701,15,Quality Assurance (QAM),Approved,,1,2/17/2023 15:02
27595,7701,30,B/L Check,Approved,,1,2/20/2023 9:02
27596,7701,40,Application Check,Approved,,1,2/20/2023 16:02
27597,7701,50,Merchant Analyst,Approved,,1,2/21/2023 11:02
27598,7701,61,Member Bank Apprval 1,Approved,,1,2/22/2023 9:02
27599,7701,70,Approval Completed,Approved,,1,2/22/2023 9:02
27600,7702,10,DOC Registration,Approved,,1,2/17/2023 15:02
27601,7702,30,B/L Check,Approved,,1,2/20/2023 8:02
27602,7702,40,Application Check,Approved,,1,2/20/2023 16:02
27603,7703,30,B/L Check,Approved,,2,2/20/2023 8:02
27604,7703,40,Application Check,Approved,,2,2/20/2023 17:02
27605,7711,30,B/L Check,Approved,,1,2/20/2023 8:02
27606,7711,40,Application Check,Approved,,1,2/20/2023 9:02
27607,7702,50,Merchant Analyst,Returned,Application,1,2/21/2023 15:02
27608,7702,61,Member Bank Apprval 1,Approved,,1,2/22/2023 12:02
27609,7702,70,Approval Completed,Approved,,1,2/27/2023 19:02
27610,7702,20,Data Entry,Approved,,2,2/21/2023 16:02
27611,7702,30,B/L Check,Approved,,2,2/21/2023 16:02
27612,7702,40,Application Check,Approved,,2,2/21/2023 17:02
27613,7703,10,DOC Registration,Approved,,1,2/17/2023 15:02
27614,7703,15,Quality Assurance (QAM),Approved,,1,2/17/2023 15:02
27615,7704,10,DOC Registration,Approved,,1,2/17/2023 15:02
23236,8062,61,Member Bank Apprval 1,Approved,,1,3/3/2023 10:03
23237,8062,70,Approval Completed,Approved,,1,3/6/2023 18:03
23238,8062,70,Approval Completed,,,2,3/6/2023 18:03
23239,8063,30,B/L Check,Approved,,1,3/3/2023 9:03
23240,8063,40,Application Check,Approved,,1,3/3/2023 10:03
23241,8063,61,Member Bank Apprval 1,Approved,,1,3/3/2023 16:03
23242,8063,70,Approval Completed,Approved,,1,3/8/2023 22:03
23243,8063,70,Approval Completed,,,2,3/8/2023 22:03
23244,8064,10,DOC Registration,Approved,,1,3/2/2023 13:03
23245,8064,15,Quality Assurance (QAM),Approved,,1,3/2/2023 13:03
23246,8064,20,Data Entry,Approved,,1,3/3/2023 8:03
23247,8064,30,B/L Check,Approved,,1,3/3/2023 8:03
23248,8064,40,Application Check,Approved,,1,3/3/2023 9:03
23249,8064,61,Member Bank Apprval 1,Approved,,1,3/3/2023 10:03
23250,8064,70,Approval Completed,Approved,,1,3/18/2023 22:03
23251,8064,70,Approval Completed,,,2,3/18/2023 22:03
23252,8065,10,DOC Registration,Approved,,1,3/2/2023 14:03
23253,8065,30,B/L Check,Approved,,1,3/3/2023 7:03
23254,8065,40,Application Check,Approved,,1,3/3/2023 16:03
23255,8065,61,Member Bank Apprval 1,Approved,,1,3/3/2023 18:03
23256,8065,70,Approval Completed,Approved,,1,3/7/2023 21:03
23257,8065,70,Approval Completed,,,2,3/7/2023 21:03
23258,8066,10,DOC Registration,Approved,,1,3/2/2023 14:03
23259,8066,15,Quality Assurance (QAM),Approved,,1,3/2/2023 14:03
23260,8066,20,Data Entry,Approved,,1,3/3/2023 9:03
23261,8066,30,B/L Check,Approved,,1,3/3/2023 9:03
23262,8066,40,Application Check,Returned,Application,1,3/3/2023 10:03
23263,8066,61,Member Bank Apprval 1,Approved,,1,3/3/2023 16:03
23264,8066,70,Approval Completed,Approved,,1,3/5/2023 19:03
23265,8066,20,Data Entry,Approved,,2,3/3/2023 10:03
23266,8066,30,B/L Check,Approved,,2,3/3/2023 10:03
23267,8066,40,Application Check,Approved,,2,3/3/2023 10:03
23268,8066,70,Approval Completed,,,2,3/5/2023 19:03
23269,8067,10,DOC Registration,Approved,,1,3/2/2023 14:03
23270,8067,30,B/L Check,Approved,,1,3/3/2023 6:03
23271,8067,40,Application Check,Approved,,1,3/3/2023 8:03
23272,8067,70,Approval Completed,Approved,,1,3/14/2023 16:03
23273,8068,30,B/L Check,Approved,,1,3/3/2023 10:03
23274,8068,40,Application Check,Approved,,1,3/3/2023 11:03
23275,8068,70,Approval Completed,Approved,,1,3/7/2023 21:03
23276,8068,70,Approval Completed,,,2,3/7/2023 21:03
23277,8069,15,Quality Assurance (QAM),Approved,,1,3/2/2023 14:03
23278,8069,20,Data Entry,Approved,,1,3/3/2023 8:03
23279,8069,61,Member Bank Apprval 1,Approved,,1,3/3/2023 18:03
23280,8069,70,Approval Completed,Approved,,1,3/8/2023 22:03
23281,8069,70,Approval Completed,,,2,3/8/2023 22:03
23282,8070,10,DOC Registration,Approved,,1,3/2/2023 14:03
23283,8070,15,Quality Assurance (QAM),Approved,,1,3/2/2023 14:03
23284,8070,20,Data Entry,Approved,,1,3/3/2023 8:03
23285,8070,61,Member Bank Apprval 1,Approved,,1,3/3/2023 10:03
23286,8070,70,Approval Completed,Approved,,1,3/6/2023 18:03
23287,8070,70,Approval Completed,,,2,3/6/2023 18:03
23288,8071,10,DOC Registration,Approved,,1,3/2/2023 14:03
23289,8071,30,B/L Check,Approved,,1,3/3/2023 9:03
23290,8071,40,Application Check,Approved,,1,3/3/2023 9:03
23291,8071,70,Approval Completed,Approved,,1,3/14/2023 16:03
23292,8072,10,DOC Registration,Approved,,1,3/2/2023 14:03
23293,8072,70,Approval Completed,Approved,,1,3/7/2023 17:03
23294,8072,70,Approval Completed,,,2,3/7/2023 17:03
23295,8073,10,DOC Registration,Approved,,1,3/2/2023 14:03
23296,8073,30,B/L Check,Approved,,1,3/3/2023 8:03
23297,8073,40,Application Check,Approved,,1,3/3/2023 16:03
23298,8073,70,Approval Completed,Approved,,1,3/14/2023 16:03
23299,8075,10,DOC Registration,Approved,,1,3/2/2023 14:03
23300,8075,15,Quality Assurance (QAM),Approved,,1,3/2/2023 14:03
23301,8075,20,Data Entry,Approved,,1,3/3/2023 7:03
23302,8075,30,B/L Check,Approved,,1,3/3/2023 7:03
23303,8075,40,Application Check,Approved,,1,3/3/2023 8:03
23304,8075,61,Member Bank Apprval 1,Approved,,1,3/3/2023 10:03
23305,8075,70,Approval Completed,Approved,,1,3/14/2023 16:03
23306,8086,10,DOC Registration,Approved,,1,3/3/2023 10:03
23307,8086,15,Quality Assurance (QAM),Approved,,1,3/3/2023 11:03
23308,8086,20,Data Entry,Approved,,1,3/3/2023 13:03
23309,8086,30,B/L Check,Approved,,1,3/3/2023 13:03
23310,8086,40,Application Check,Approved,,1,3/3/2023 13:03
23311,8086,50,Merchant Analyst,Approved,,1,3/6/2023 10:03
23312,8086,70,Approval Completed,,,2,3/9/2023 15:03
23313,6664,10,DOC Registration,Approved,,1,1/25/2023 13:01
23314,6664,15,Quality Assurance (QAM),Approved,,1,1/25/2023 13:01
23315,6664,20,Data Entry,Approved,,1,1/26/2023 13:01
23316,6664,40,Application Check,Approved,,1,1/26/2023 13:01
23317,6664,50,Merchant Analyst,Approved,,1,1/28/2023 9:01
23318,6664,61,Member Bank Apprval 1,Approved,,1,2/1/2023 17:02
23319,6664,70,Approval Completed,Approved,,1,2/16/2023 21:02
23320,6664,61,Member Bank Apprval 1,Approved,,2,2/1/2023 16:02
23321,6664,70,Approval Completed,Approved,,2,2/16/2023 21:02
23322,6664,61,Member Bank Apprval 1,Approved,,3,1/30/2023 9:01
23323,6664,70,Approval Completed,Approved,,3,2/16/2023 21:02
23324,6664,70,Approval Completed,,,4,2/16/2023 21:02
23325,6665,10,DOC Registration,Approved,,1,1/25/2023 13:01
23326,6665,15,Quality Assurance (QAM),Approved,,1,1/25/2023 13:01
24663,7630,10,DOC Registration,Approved,,1,2/14/2023 17:02
24664,7630,15,Quality Assurance (QAM),Approved,,1,2/14/2023 22:02
24665,7630,20,Data Entry,Returned,Uncompleted Documents,1,2/15/2023 14:02
24666,7630,30,B/L Check,Approved,,1,2/16/2023 6:02
24667,7630,40,Application Check,Approved,,1,2/16/2023 11:02
24668,7630,70,Approval Completed,Approved,,1,2/20/2023 9:02
24669,7630,10,DOC Registration,Approved,,2,2/15/2023 16:02
24670,7630,15,Quality Assurance (QAM),Approved,,2,2/15/2023 18:02
24671,7630,20,Data Entry,Approved,,2,2/16/2023 6:02
24672,7630,70,Approval Completed,Approved,,2,3/10/2023 20:03
24673,7630,61,Member Bank Apprval 1,Approved,,3,2/20/2023 9:02
24674,7630,70,Approval Completed,Approved,,3,3/10/2023 22:03
26006,6272,61,Member Bank Apprval 1,Approved,,2,1/31/2023 15:01
26007,6272,70,Approval Completed,Approved,,2,2/25/2023 17:02
26008,6272,70,Approval Completed,Approved,,3,2/25/2023 17:02
26009,6272,70,Approval Completed,Approved,,4,2/25/2023 17:02
26010,6272,70,Approval Completed,,,5,2/25/2023 17:02
26011,6273,10,DOC Registration,Approved,,1,1/18/2023 11:01
26012,6273,15,Quality Assurance (QAM),Approved,,1,1/18/2023 12:01
26013,6273,30,B/L Check,Approved,,1,1/18/2023 15:01
26014,6273,40,Application Check,Approved,,1,1/18/2023 20:01
26015,6273,50,Merchant Analyst,Approved,,1,1/20/2023 5:01
26016,6273,61,Member Bank Apprval 1,Approved,,1,1/26/2023 17:01
26017,6273,70,Approval Completed,Approved,,1,2/6/2023 20:02
26018,6273,61,Member Bank Apprval 1,Approved,,2,1/26/2023 17:01
26019,6273,70,Approval Completed,Approved,,2,2/6/2023 20:02
26020,6273,61,Member Bank Apprval 1,Approved,,3,1/20/2023 8:01
26021,6273,70,Approval Completed,Approved,,3,2/6/2023 20:02
26022,6273,70,Approval Completed,Approved,,4,2/6/2023 20:02
26023,6273,70,Approval Completed,,,5,2/6/2023 20:02
26024,6274,10,DOC Registration,Approved,,1,1/18/2023 11:01
26025,6274,15,Quality Assurance (QAM),Approved,,1,1/18/2023 12:01
26026,6274,30,B/L Check,Approved,,1,1/18/2023 15:01
26027,6274,40,Application Check,Approved,,1,1/18/2023 16:01
26028,6274,50,Merchant Analyst,Approved,,1,1/19/2023 16:01
26029,6274,61,Member Bank Apprval 1,Approved,,1,1/26/2023 17:01
26030,6274,70,Approval Completed,Approved,,1,2/3/2023 20:02
26031,6274,61,Member Bank Apprval 1,Approved,,2,1/26/2023 17:01
26032,6274,70,Approval Completed,Approved,,2,2/3/2023 20:02
26033,6274,61,Member Bank Apprval 1,Approved,,3,1/20/2023 8:01
26034,6274,70,Approval Completed,Approved,,3,2/3/2023 20:02
26035,6274,70,Approval Completed,Approved,,4,2/3/2023 20:02
26036,6274,70,Approval Completed,,,5,2/3/2023 20:02
26037,6275,10,DOC Registration,Approved,,1,1/18/2023 11:01
26038,6275,15,Quality Assurance (QAM),Approved,,1,1/18/2023 12:01
26039,6275,30,B/L Check,Approved,,1,1/18/2023 15:01
26040,6275,40,Application Check,Returned,Uncompleted Documents,1,1/18/2023 16:01
26041,6275,50,Merchant Analyst,Approved,,1,1/23/2023 22:01
26042,6275,61,Member Bank Apprval 1,Approved,,1,1/31/2023 16:01
26043,6275,70,Approval Completed,Approved,,1,2/16/2023 22:02
26044,6275,15,Quality Assurance (QAM),Approved,,2,1/19/2023 23:01
26045,6275,20,Data Entry,Approved,,2,1/20/2023 8:01
26046,6275,30,B/L Check,Approved,,2,1/20/2023 8:01
26047,6275,40,Application Check,Approved,,2,1/20/2023 9:01
26048,6275,61,Member Bank Apprval 1,Approved,,2,1/31/2023 15:01
26049,6275,70,Approval Completed,Approved,,2,2/16/2023 22:02
26050,6275,61,Member Bank Apprval 1,Approved,,3,1/26/2023 17:01
26051,6275,70,Approval Completed,Approved,,3,2/16/2023 22:02
26052,6275,70,Approval Completed,Approved,,4,2/16/2023 22:02
26053,6275,70,Approval Completed,,,5,2/16/2023 22:02
26054,6276,10,DOC Registration,Approved,,1,1/18/2023 11:01
26055,6276,15,Quality Assurance (QAM),Approved,,1,1/18/2023 12:01
26056,6276,30,B/L Check,Approved,,1,1/18/2023 16:01
26057,6276,40,Application Check,Approved,,1,1/18/2023 20:01
26058,6276,50,Merchant Analyst,Approved,,1,1/20/2023 5:01
26059,6276,61,Member Bank Apprval 1,Approved,,1,1/26/2023 17:01
26060,6276,70,Approval Completed,Approved,,1,2/3/2023 20:02
26061,6276,61,Member Bank Apprval 1,Approved,,2,1/26/2023 17:01
26062,6276,70,Approval Completed,Approved,,2,2/3/2023 20:02
26063,6276,61,Member Bank Apprval 1,Approved,,3,1/20/2023 8:01
26064,6276,70,Approval Completed,Approved,,3,2/3/2023 20:02
26065,6276,70,Approval Completed,Approved,,4,2/3/2023 20:02
26066,6276,70,Approval Completed,,,5,2/3/2023 20:02
26067,6277,10,DOC Registration,Approved,,1,1/18/2023 11:01
26068,6277,30,B/L Check,Approved,,1,1/18/2023 16:01
26069,6277,40,Application Check,Approved,,1,1/18/2023 16:01
26070,6277,70,Approval Completed,Approved,,1,2/16/2023 22:02
26071,6277,70,Approval Completed,Approved,,2,2/16/2023 22:02
26072,6277,61,Member Bank Apprval 1,Approved,,3,1/26/2023 17:01
26073,6277,70,Approval Completed,Approved,,3,2/16/2023 22:02
26074,6277,70,Approval Completed,Approved,,4,2/16/2023 22:02
26075,6277,70,Approval Completed,,,5,2/16/2023 22:02
26076,6278,10,DOC Registration,Approved,,1,1/18/2023 11:01
26077,6278,20,Data Entry,Approved,,1,1/18/2023 15:01
26078,6278,30,B/L Check,Approved,,1,1/18/2023 15:01
26079,6278,40,Application Check,Returned,Uncompleted Documents,1,1/18/2023 16:01
26080,6278,50,Merchant Analyst,Approved,,1,1/23/2023 13:01
26081,6278,61,Member Bank Apprval 1,Approved,,1,1/31/2023 17:01
26082,6278,70,Approval Completed,Approved,,1,2/19/2023 18:02
26083,6278,15,Quality Assurance (QAM),Approved,,2,1/19/2023 23:01
26084,6278,20,Data Entry,Approved,,2,1/20/2023 8:01
26085,6278,30,B/L Check,Approved,,2,1/20/2023 8:01
26086,6278,40,Application Check,Approved,,2,1/20/2023 9:01
26087,6278,61,Member Bank Apprval 1,Approved,,2,1/31/2023 16:01
26088,6278,70,Approval Completed,Approved,,2,2/19/2023 18:02
26089,6278,70,Approval Completed,Approved,,3,2/19/2023 18:02
27436,6307,10,DOC Registration,Approved,,1,1/18/2023 13:01
27437,6307,15,Quality Assurance (QAM),Approved,,1,1/18/2023 13:01
27438,6307,20,Data Entry,Approved,,1,1/19/2023 5:01
27439,6307,30,B/L Check,Approved,,1,1/19/2023 5:01
27440,6307,40,Application Check,Approved,,1,1/19/2023 9:01
27797,6322,70,Approval Completed,,,5,2/18/2023 16:02
27798,6323,10,DOC Registration,Approved,,1,1/18/2023 13:01
27799,6323,15,Quality Assurance (QAM),Approved,,1,1/18/2023 14:01
27800,6323,20,Data Entry,Approved,,1,1/19/2023 10:01
27801,6323,50,Merchant Analyst,Approved,,1,1/23/2023 12:01
27802,6323,61,Member Bank Apprval 1,Approved,,1,1/31/2023 16:01
27803,6323,61,Member Bank Apprval 1,Approved,,2,1/31/2023 15:01
27804,6323,70,Approval Completed,Approved,,2,2/22/2023 20:02
27805,6323,61,Member Bank Apprval 1,Approved,,3,1/26/2023 17:01
27806,6323,70,Approval Completed,Approved,,3,2/22/2023 20:02
27807,6323,70,Approval Completed,Approved,,4,2/22/2023 20:02
27808,6324,10,DOC Registration,Approved,,1,1/18/2023 14:01
27809,6324,15,Quality Assurance (QAM),Approved,,1,1/18/2023 14:01
27810,6324,20,Data Entry,Approved,,1,1/19/2023 8:01
27811,6324,30,B/L Check,Approved,,1,1/19/2023 8:01
27812,6324,40,Application Check,Approved,,1,1/19/2023 8:01
27813,6324,70,Approval Completed,Approved,,2,2/22/2023 20:02
27814,6324,70,Approval Completed,Approved,,3,2/22/2023 20:02
27815,6324,70,Approval Completed,Approved,,4,2/22/2023 20:02
27816,6325,10,DOC Registration,Approved,,1,1/18/2023 14:01
27817,6325,15,Quality Assurance (QAM),Approved,,1,1/18/2023 14:01
27818,6325,20,Data Entry,Approved,,1,1/19/2023 11:01
27819,6325,30,B/L Check,Approved,,1,1/19/2023 11:01
27820,6325,40,Application Check,Returned,Application,1,1/19/2023 13:01
27821,6325,70,Approval Completed,Approved,,1,2/18/2023 16:02
27822,6325,20,Data Entry,Approved,,2,1/19/2023 13:01
27823,6325,30,B/L Check,Approved,,2,1/19/2023 13:01
27824,6325,40,Application Check,Approved,,2,1/19/2023 14:01
27825,6325,61,Member Bank Apprval 1,Approved,,2,1/31/2023 16:01
27826,6319,70,Approval Completed,,,2,1/19/2023 22:01
27827,6321,30,B/L Check,Approved,,1,1/19/2023 10:01
27828,6321,40,Application Check,Approved,,1,1/19/2023 12:01
27829,6321,70,Approval Completed,Approved,,1,2/18/2023 16:02
27830,6322,70,Approval Completed,Approved,,1,2/18/2023 16:02
27831,6323,70,Approval Completed,Approved,,1,2/22/2023 20:02
27832,6324,70,Approval Completed,Approved,,1,2/22/2023 20:02
27833,6322,30,B/L Check,Approved,,1,1/19/2023 0:01
27834,6322,40,Application Check,Approved,,1,1/19/2023 9:01
27835,6323,30,B/L Check,Approved,,1,1/19/2023 10:01
27836,6323,40,Application Check,Approved,,1,1/19/2023 17:01
27837,6323,70,Approval Completed,,,5,2/22/2023 20:02
27838,6324,70,Approval Completed,,,5,2/22/2023 20:02
27839,6324,50,Merchant Analyst,Approved,,1,1/20/2023 16:01
27840,6324,61,Member Bank Apprval 1,Approved,,1,1/31/2023 16:01
27841,6324,61,Member Bank Apprval 1,Approved,,2,1/31/2023 15:01
27842,6324,61,Member Bank Apprval 1,Approved,,3,1/26/2023 17:01
27843,6325,50,Merchant Analyst,Approved,,1,1/21/2023 20:01
27844,6325,61,Member Bank Apprval 1,Approved,,1,1/31/2023 17:01
27845,6325,70,Approval Completed,Approved,,2,2/18/2023 16:02
27846,6325,61,Member Bank Apprval 1,Approved,,3,1/26/2023 17:01
27847,6325,70,Approval Completed,Approved,,3,2/18/2023 16:02
27848,6325,70,Approval Completed,Approved,,4,2/18/2023 16:02
27849,6325,70,Approval Completed,,,5,2/18/2023 16:02
27850,6758,15,Quality Assurance (QAM),Approved,,1,1/26/2023 10:01
27851,6758,20,Data Entry,Approved,,1,1/27/2023 1:01
27852,6758,30,B/L Check,Approved,,1,1/27/2023 1:01
27853,6758,40,Application Check,Approved,,1,1/27/2023 8:01
27854,6758,70,Approval Completed,Approved,,1,2/25/2023 17:02
27855,6758,70,Approval Completed,Approved,,2,2/25/2023 17:02
27856,6758,61,Member Bank Apprval 1,Approved,,3,1/31/2023 9:01
27857,6758,70,Approval Completed,Approved,,3,2/25/2023 17:02
27858,6758,70,Approval Completed,Approved,,4,2/25/2023 17:02
27859,6758,70,Approval Completed,,,5,2/25/2023 17:02
27860,6759,10,DOC Registration,Approved,,1,1/26/2023 10:01
27861,6759,15,Quality Assurance (QAM),Approved,,1,1/26/2023 10:01
27862,6759,20,Data Entry,Approved,,1,1/27/2023 10:01
27863,6759,30,B/L Check,Approved,,1,1/27/2023 10:01
27864,6759,40,Application Check,Approved,,1,1/27/2023 22:01
27865,6759,70,Approval Completed,Approved,,1,2/25/2023 17:02
27866,6759,70,Approval Completed,Approved,,2,2/25/2023 17:02
27867,6759,61,Member Bank Apprval 1,Approved,,3,2/14/2023 8:02
27868,6759,70,Approval Completed,Approved,,3,2/25/2023 17:02
27869,6759,70,Approval Completed,Approved,,4,2/25/2023 17:02
27870,6759,70,Approval Completed,,,5,2/25/2023 17:02
27871,6760,10,DOC Registration,Approved,,1,1/26/2023 10:01
27872,6760,15,Quality Assurance (QAM),Approved,,1,1/26/2023 10:01
27873,6760,20,Data Entry,Approved,,1,1/27/2023 8:01
27874,6760,50,Merchant Analyst,Approved,,1,1/30/2023 16:01
27875,6760,61,Member Bank Apprval 1,Approved,,1,2/3/2023 16:02
27876,6760,70,Approval Completed,Approved,,1,2/25/2023 17:02
27877,6760,61,Member Bank Apprval 1,Approved,,2,2/3/2023 16:02
27878,6760,70,Approval Completed,Approved,,2,2/25/2023 17:02
27879,6760,70,Approval Completed,Approved,,3,2/25/2023 17:02
27880,6760,70,Approval Completed,Approved,,4,2/25/2023 17:02
27881,6760,70,Approval Completed,,,5,2/25/2023 17:02
27882,6761,10,DOC Registration,Approved,,1,1/26/2023 10:01
27883,6761,15,Quality Assurance (QAM),Approved,,1,1/26/2023 10:01
27884,6761,20,Data Entry,Approved,,1,1/27/2023 11:01
23507,8083,40,Application Check,Approved,,1,3/3/2023 9:03
23508,8083,50,Merchant Analyst,Approved,,1,3/6/2023 10:03
28155,7237,61,Member Bank Apprval 1,Approved,,1,2/10/2023 14:02
28156,7237,62,Member Bank Apprval 2,,,1,2/10/2023 14:02
28157,7237,10,DOC Registration,Approved,,2,2/9/2023 14:02
28158,7237,15,Quality Assurance (QAM),Approved,,2,2/9/2023 15:02
28159,7237,20,Data Entry,Approved,,2,2/9/2023 15:02
28160,7237,30,B/L Check,Approved,,2,2/9/2023 15:02
28161,7237,40,Application Check,Returned,Application,2,2/9/2023 15:02
28162,7237,50,Merchant Analyst,Approved,,2,2/9/2023 16:02
28163,7237,20,Data Entry,Approved,,3,2/9/2023 15:02
28164,7237,30,B/L Check,Approved,,3,2/9/2023 15:02
28165,7237,40,Application Check,Approved,,3,2/9/2023 15:02
28166,7238,30,B/L Check,Approved,,1,2/4/2023 10:02
28167,7238,40,Application Check,Approved,,1,2/4/2023 10:02
28168,7238,70,Approval Completed,Approved,,1,2/5/2023 23:02
28169,7239,10,DOC Registration,Approved,,1,2/6/2023 7:02
28170,7239,15,Quality Assurance (QAM),Approved,,1,2/6/2023 7:02
28171,7239,20,Data Entry,Approved,,1,2/6/2023 7:02
28172,7239,30,B/L Check,Approved,,1,2/6/2023 7:02
28173,7239,40,Application Check,Approved,,1,2/6/2023 8:02
28174,7239,50,Merchant Analyst,Approved,,1,2/6/2023 9:02
28175,7239,70,Approval Completed,Approved,,1,2/6/2023 16:02
28176,7240,10,DOC Registration,Approved,,1,2/6/2023 7:02
28177,7240,15,Quality Assurance (QAM),Approved,,1,2/6/2023 7:02
28178,7240,20,Data Entry,Approved,,1,2/6/2023 8:02
28179,7240,30,B/L Check,Approved,,1,2/6/2023 8:02
28180,7240,40,Application Check,Approved,,1,2/6/2023 8:02
28181,7240,50,Merchant Analyst,Approved,,1,2/6/2023 9:02
28182,7240,70,Approval Completed,Approved,,1,2/6/2023 16:02
28183,7240,70,Approval Completed,,,2,2/6/2023 16:02
28184,7241,10,DOC Registration,Approved,,1,2/6/2023 8:02
28185,7241,50,Merchant Analyst,Returned,Uncompleted Documents,1,2/8/2023 9:02
28186,7241,61,Member Bank Apprval 1,Approved,,1,2/16/2023 17:02
28187,7241,70,Approval Completed,Approved,,1,2/16/2023 17:02
28188,7241,10,DOC Registration,Approved,,2,2/9/2023 10:02
28189,7241,15,Quality Assurance (QAM),Approved,,2,2/9/2023 10:02
28190,7241,20,Data Entry,Approved,,2,2/9/2023 11:02
28191,7241,30,B/L Check,Approved,,2,2/9/2023 11:02
28192,7241,40,Application Check,Approved,,2,2/9/2023 18:02
28193,7241,50,Merchant Analyst,Returned,Uncompleted Documents,2,2/13/2023 10:02
28194,7241,10,DOC Registration,Approved,,3,2/15/2023 14:02
28195,7241,15,Quality Assurance (QAM),Approved,,3,2/15/2023 15:02
28196,7241,20,Data Entry,Approved,,3,2/15/2023 15:02
28197,7241,50,Merchant Analyst,Approved,,3,2/16/2023 11:02
28198,7242,10,DOC Registration,Approved,,1,2/6/2023 9:02
28199,7242,15,Quality Assurance (QAM),Approved,,1,2/6/2023 9:02
28200,7242,20,Data Entry,Approved,,1,2/6/2023 13:02
28201,7242,30,B/L Check,Approved,,1,2/6/2023 13:02
28202,7242,40,Application Check,Approved,,1,2/6/2023 14:02
28203,7242,61,Member Bank Apprval 1,Approved,,1,2/6/2023 17:02
28204,7242,70,Approval Completed,Approved,,1,2/8/2023 17:02
28205,7242,70,Approval Completed,,,2,2/8/2023 17:02
28206,7243,10,DOC Registration,Approved,,1,2/6/2023 9:02
28207,7243,15,Quality Assurance (QAM),Approved,,1,2/6/2023 9:02
28208,7243,20,Data Entry,Approved,,1,2/6/2023 14:02
28209,7243,30,B/L Check,Approved,,1,2/6/2023 14:02
28210,7243,40,Application Check,Approved,,1,2/6/2023 16:02
28211,7243,61,Member Bank Apprval 1,Approved,,1,2/6/2023 17:02
28212,7243,70,Approval Completed,Approved,,1,2/8/2023 17:02
28213,7243,70,Approval Completed,,,2,2/8/2023 17:02
28214,7244,30,B/L Check,Approved,,1,2/7/2023 5:02
28215,7244,40,Application Check,Approved,,1,2/7/2023 13:02
28216,7244,50,Merchant Analyst,Approved,,1,2/8/2023 9:02
28217,7244,61,Member Bank Apprval 1,Approved,,1,2/8/2023 14:02
28218,7244,70,Approval Completed,Approved,,1,2/14/2023 17:02
28219,7245,50,Merchant Analyst,Approved,,1,2/9/2023 7:02
28220,7245,61,Member Bank Apprval 1,Approved,,1,2/9/2023 19:02
28221,7245,70,Approval Completed,Approved,,1,2/9/2023 19:02
28222,7246,10,DOC Registration,Approved,,1,2/6/2023 13:02
28223,7246,15,Quality Assurance (QAM),Approved,,1,2/6/2023 14:02
28224,7246,30,B/L Check,Approved,,1,2/7/2023 10:02
28225,7246,40,Application Check,Approved,,1,2/7/2023 13:02
28226,7246,50,Merchant Analyst,Returned,Application,1,2/8/2023 10:02
28227,7246,10,DOC Registration,Approved,,2,3/10/2023 14:03
28228,7246,15,Quality Assurance (QAM),Approved,,2,3/10/2023 14:03
28229,7246,20,Data Entry,Approved,,2,2/8/2023 10:02
28230,7246,30,B/L Check,Approved,,2,2/8/2023 10:02
28231,7246,40,Application Check,Approved,,2,2/8/2023 13:02
28232,7246,50,Merchant Analyst,Returned,Uncompleted Documents,2,2/9/2023 10:02
28233,7247,10,DOC Registration,Approved,,1,2/6/2023 13:02
28234,7247,20,Data Entry,Approved,,1,2/7/2023 6:02
28235,7247,30,B/L Check,Approved,,1,2/7/2023 6:02
28236,7247,40,Application Check,Approved,,1,2/7/2023 7:02
