IDTRACKER,APLC_SEQ_NO,MID,TID,MERCHANT NAME,CITY,PROSES PENGAJUAN APLIKASI,TGL APLIKASI MASUK,STATUS APLIKASI,STATUS WR,STATUS WO,PROVIDER_TYP,TMNL_STATUS,TMNL_MODEL,SNO,MER_DTL_ADDR1,MER_DTL_ADDR2,MER_DTL_ADDR3,MID_BRI,MID_BNI,MID_BTN,MID_ASTRAPAY,MID_DANAMON,MID_BSI,MID_OCBC,TID_BRI,TID_BNI,TID_BTN,TID_ASTRAPAY,TID_DANAMON,TID_BSI,TID_OCBC,MEMBER_BANK,DATA_CHNG_DTTM
7216,12004389384,71150457597,,AMING COFFEE - PODOMORO,Pontianak (Kota),Approved,2012023,Approval Completed,,,,,,,PT AMING KOPI INDONESIA,JL. PUTRI CANDRAMIDI NO 88 KEL SUNGAI BANGKONG,"KEC PONTIANAK KOTA, PONTIANAK",,,,,,,,,,,,,,,,12-MAR-23 05.03.49.816000000 PM
7217,12003280453,71140988107,,"ES TELER 77, RESTO WTC 2",Jakarta Selatan (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,WTC 2 LT LG JL. JENDERAL SUDIRMAN NO.KAV.29,"RT.8/RW.3 KUNINGAN, KEL KARET KUNINGAN","KEC SETIABUDI, JAKARTA SELATAN",,,,,,,,,,,,,,,,08-FEB-23 11.03.41.007000000 PM
7218,12003280455,71140988200,,"ES TELER 77, RESTO ADITYAWARMAN",Jakarta Selatan (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,"JL. ADITIYAWARMAN NO.61, RT.3/RW.2",KEL MELAWAI KEC KEBAYORAN BARU,JAKARTA SELATAN,,,,,,,,,,,,,,,,08-FEB-23 11.04.33.466000000 PM
7219,12003280481,71140988393,,"ES TELER 77, CINERE MALL",Depok (Kota),Approved,2012023,Approval Completed,,,,,,,MALL CINERE LANTAI 1 NO. 22 JL. CINERE RAYA NO 1,KEL PANGKALAN JATI KEC CINERE,DEPOK,,,,,,,,,,,,,,,,09-FEB-23 05.41.07.174000000 PM
7220,12003281094,71140749495,,INDOMARET TMUA - TIRTOWENING 15,Mojokerto (Kab),Approved,2012023,Approval Completed,,,,,,,JL. RY TIRTOWENING PACET NO15,KEL BENDUNGANJATI KEC PACET,MOJOKERTO,,,,,,,,,,,,,,,,23-FEB-23 08.34.39.661000000 PM
7221,12003281113,71140157787,,INDOMARET TN7L - REST AREA KM 695 B,Jombang (Kab),Approved,2012023,Approval Completed,,,,,,,REST AREA KEDUNG MLATI JALUR B JOMBANG,KEL KEDUNG MLATI KEC KESAMBEN,JOMBANG,,,,,,,,,,,,,,,,18-FEB-23 05.17.04.160000000 PM
7222,12003281129,71138308881,,INDOMARET TQ7C - KEPUTIH TEGAL,Surabaya (Kota),Approved,2012023,Approval Completed,,,,,,,JL. KEPUTIH TEGAL,KEL KEPUTIH KEC SUKOLILO,SURABAYA,,,,,,,,,,,,,,,,18-FEB-23 05.05.08.792000000 PM
7223,12003281173,71140988486,,"ES TELER 77, MARGO CITY DEPOK",Depok (Kota),Approved,2012023,Approval Completed,,,,,,,LT. LG NO 2 JL. MARGONDA RAYA NO.358,KEL KEMIRI MUKA KEC BEJI,DEPOK,,,,,,,,,,,,,,,,08-FEB-23 11.05.25.694000000 PM
7224,12003281175,71138364504,,INDOMARET FE8Q - KALIANGET BARAT,Sumenep (Kab),Approved,2012023,Approval Completed,,,,,,,JL. RAYA KALIANGET,KEL KALIANGET BARAT KEC KALIANGET,SUMENEP,,,,,,,,,,,,,,,,18-FEB-23 05.07.56.630000000 PM
7225,12003281187,71140988579,,"ES TELER 77, ITC DEPOK",Depok (Kota),Approved,2012023,Approval Completed,,,,,,,"ITC DEPOK LT2, SAMPING TERMINAL TERPADU GEDORAN","DEPOK, JALAN MARGONDA RAYA NO 2BF KEL DEPOK","KEC PANCORAN MAS, DEPOK",,,,,,,,,,,,,,,,08-FEB-23 11.06.17.987000000 PM
7226,12003281203,71140988672,,"ES TELER 77, GRAMEDIA DEPOK",Depok (Kota),Approved,2012023,Approval Completed,,,,,,,LT. 1. JL. MARGONDA RAYA BLOK LENGKENG NO.15,RT.3/RW.1 KEL KEMIRI MUKA KEC BEJI,DEPOK,,,,,,,,,,,,,,,,08-FEB-23 11.07.10.206000000 PM
7227,12003281218,71140988765,,"ES TELER 77, TAMINI SQUARE",Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,TAMINI SQUARE LT. GF 11-15,"JL. RAYA PONDOK GEDE, RT.3/RW.2 KEL PINANG RANTI","KEC MAKASAR, JAKARTA TIMUR",,,,,,,,,,,,,,,,08-FEB-23 05.05.51.111000000 PM
7228,12003282295,71140988858,,"ES TELER 77, MALL ARTHA GADING",Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,"2F/B.2/021,022,023 JL. ARTHA GADING SEL. NO.1",KEL KELAPA GADING BARAT KEC KELAPA GADING,JAKARTA UTARA,,,,,,,,,,,,,,,,09-FEB-23 09.02.59.007000000 PM
7229,12003282296,71140988951,,"ES TELER 77, ARION PLAZA",Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,"JL. HOS COKROAMINOTO NO.38, RT.001/RW.005",KEL SUDIMARA TIMUR KEC CILEDUG,TANGERANG,,,,,,,,,,,,,,,,09-FEB-23 05.55.18.394000000 PM
7230,12003282297,71140989009,,"ES TELER 77, ATRIUM PLAZA SENEN",Jakarta Pusat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,ATRIUM PLAZA LT. 2 JL. SENEN NO.16,"STATION RW.2, RT.6/RW.1 KEL SENEN KEC SENEN",JAKARTA PUSAT,,,,,,,,,,,,,,,,08-FEB-23 05.05.28.790000000 PM
7231,12003282303,71140989102,,"ES TELER 77, LOKASARI SQUARE",Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,"LT GF JL. MANGGA BESAR IX, RT.6/RW.2",KEL TANGKI KEC TAMAN SARI,JAKARTA BARAT,,,,,,,,,,,,,,,,09-FEB-23 05.41.30.811000000 PM
7232,12003282318,71140989295,,"ES TELER 77, SARINAH THAMRIN",Jakarta Pusat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,"GEDUNG SARINAH THAMRIN, JL. M.H.THAMRIN NO 11",LANTAI 1 UNIT L1-13 KEL GONDANGDIA KEC MENTENG,JAKARTA PUSAT,,,,,,,,,,,,,,,,08-FEB-23 05.05.06.466000000 PM
7233,12003282323,71140989388,,"ES TELER 77, PUSAT GROSIR SENEN",Jakarta Pusat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,JL. PASAR SENEN BLOK B1 NO. 5-9,"PUSAT GROSIR SENEN JAYA LT. 1, RW.3 KEL SENEN","KEC SENEN, JAKARTA PUSAT",,,,,,,,,,,,,,,,08-FEB-23 11.18.38.521000000 PM
7234,12003282335,71140989481,,"ES TELER77, STASIUN GAMBIR",Jakarta Pusat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,"JL. MEDAN MERDEKA TIM. NO.13, RT.5/RW.2",KEL GAMBIR KEC GAMBIR,JAKARTA PUSAT,,,,,,,,,,,,,,,,08-FEB-23 11.19.30.991000000 PM
7235,12003282344,71140989574,,"ES TELER 77, STASIUN SENEN",Jakarta Pusat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,"JL. BUNGUR BESAR NO.162, RW.3",KEL BUNGUR KEC SENEN,JAKARTA PUSAT,,,,,,,,,,,,,,,,08-FEB-23 11.20.23.192000000 PM
7236,12003282349,71140989667,,"ES TELER 77, THAMRIN CITY",Jakarta Pusat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,THAMRIN CITY LT. DASAR R2 & R1,JL. THAMRIN BOULEVARD KEL KEBON MELATI,"KEC TANAH ABANG, JAKARTA PUSAT",,,,,,,,,,,,,,,,08-FEB-23 11.21.15.860000000 PM
7237,12003282351,71140989760,,"ES TELER 77, MALL CIPUTRA CIBUBUR",Bekasi (Kota),Approved,2012023,Approval Completed,,,,,,,"CIPUTRA GRAND CIBUBUR, JL. ALTERNATIF CIBUBUR","NO.KM, RT.005/RW.4 KEL JATIKARYA","KEC JATISAMPURNA, BEKASI",,,,,,,,,,,,,,,,08-FEB-23 11.22.07.968000000 PM
7238,12003282354,71140989853,,"ES TELER 77, LIPPO MALL CIKARANG",Bekasi (Kab),Approved,2012023,Approval Completed,,,,,,,"LIPPO MALL CIKARANG, LT. 1 NO. 51-52","JL MUHAMMAD HAJI THAMRIN, CIBATU","JL. MH THAMRIN, CIBATU, CIKARANG SELATAN, BEKASI",,,,,,,,,,,,,,,,08-FEB-23 11.23.00.330000000 PM
7239,12003282446,71138364697,,INDOMARET F0AS - DR. SUKARDJO,Tasikmalaya (Kota),Approved,2012023,Approval Completed,,,,,,,JL. DR.SOEKARDJO,KEL.TAWANGSARI KEC.TAWANGSARI,TASIKMALAYA,,,,,,,,,,,,,,,,27-FEB-23 04.13.32.484000000 PM
7240,12003282457,71140989946,,"ES TELER 77, METROPOLITAN MALL BEKASI",Bekasi (Kota),Approved,2012023,Approval Completed,,,,,,,"MAL METROPOLITAN, JL. KH. NOER ALI NO.2",RT.008/RW.002 KEL PEKAYON JAYA,"KEC BEKASI SELATAN, BEKASI",,,,,,,,,,,,,,,,08-FEB-23 11.23.52.619000000 PM
7241,12003282469,71140990051,,"ES TELER 77, BANDUNG INDAH PLAZA",Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,"BANDUNG INDAH PLAZA LT. GF, JALAN MERDEKA NO.56","BABAKAN CIAMIS, SUMUR BANDUNG KEL CITARUM","KEC BANDUNG WETAN, BANDUNG",,,,,,,,,,,,,,,,08-FEB-23 11.24.45.043000000 PM
7242,12003282491,71140990144,,"ES TELER 77, TRANSMART BUAH BATU BANDUNG",Bandung (Kab),Approved,2012023,Approval Completed,,,,,,,GF 28 JL. RAYA BOJONGSOANG NO.269,KEL CIPAGALO KEC BOJONGSOANG,BANDUNG,,,,,,,,,,,,,,,,09-FEB-23 09.02.42.622000000 PM
7243,12003282505,71140157880,,INDOMARET F0KL - RAYA GUNUNGCUPU,Ciamis (Kab),Approved,2012023,Approval Completed,,,,,,,RAYA GUNUNGCUPU NO.41,KEL GUNUNGCUPU KEC SINDANGKASIH,CIAMIS,,,,,,,,,,,,,,,,18-FEB-23 09.42.38.821000000 PM
7244,12003282506,71140990237,,"ES TELER 77, GRAGE CITY MALL",Cirebon (Kota),Approved,2012023,Approval Completed,,,,,,,LT. 1. JALAN JEND. AHMAD YANI,KEL PEGAMBIRAN KEC LEMAHWUNGKUK,CIREBON,,,,,,,,,,,,,,,,08-FEB-23 05.04.11.796000000 PM
7245,12003584566,71141032439,,VAPORID ARCAMANIK MBL,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL. SARIMANIS RAYA NO. 1,KEL. SUKAMISKIN KEC. ARCAMANIK,BANDUNG,,,,,,,,,,,,,,,,09-FEB-23 05.57.30.941000000 PM
7246,12003584732,71141032532,,VAPORID SILIWANGI MBL,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL. ACEH NO. 66,KEL. MERDEKA KEC. SUMUR BANDUNG,BANDUNG,,,,,,,,,,,,,,,,10-FEB-23 10.53.34.476000000 PM
7247,12003584784,71141299105,,VAPORID TAMANSARI MBL,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL. TAMANSARI NO. 25,KEL TAMANSARI KEC BANDUNG WETAN,BANDUNG,,,,,,,,,,,,,,,,10-FEB-23 11.33.55.740000000 PM
7248,12003584790,71141032625,,VAPORID CIBIRU MBL,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL. SARIMANIS RAYA NO. 1,KEL. CIPADUNG KEC. CIBIRU,BANDUNG,,,,,,,,,,,,,,,,16-FEB-23 03.54.27.887000000 PM
7249,12003584793,71141299298,,VAPORID GATSU MBL,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL. GATOT SUBROTO NO. 77,KEL. MALABAR KEC. LENGKONG,BANDUNG,,,,,,,,,,,,,,,,10-FEB-23 11.34.18.004000000 PM
7250,12003584797,71141032718,,VAPORID PASTEUR MBL,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL. SUKARAJA II NO. 190,KEL. SUKARAJA KEC. CICENDO,BANDUNG,,,,,,,,,,,,,,,,09-FEB-23 09.09.03.489000000 PM
7251,12003584801,71141032811,,VAPORID KOPO MBL,Bandung (Kab),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL. TERUSAN KOPO NO. 69,DESA PANGAUBAN KEC KATAPANG,BANDUNG,,,,,,,,,,,,,,,,10-FEB-23 10.42.56.531000000 PM
7252,12003584804,71141299391,,VAPORID LENGKONG MBL,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,VAPORID VETERAN JL LENGKONG KECIL NO 69,KEL PALEDANG KEC LENGKONG,BANDUNG,,,,,,,,,,,,,,,,20-MAR-23 05.34.00.316000000 PM
7253,12003584808,71141032904,,DIAGRAM COFFEE & SPACE MB,Bandung (Kab),Approved,2012023,Approval Completed,,,,,,,DIAGRAM COFFEE & SPACE JL TELEKOMUNIKASI NO 237,KEL. SUKAPURA KEC. DAYEUHKOLOT,BANDUNG,,,,,,,,,,,,,,,,09-FEB-23 09.08.39.693000000 PM
7254,12003584812,71141033062,,ELLDODA COFFEE & EATERY M,Bandung (Kota),Approved,2012023,Approval Completed,,,,,,,ELLDODA COFFEE & EATERY JL. BRAGA NO. 82,KEL. BRAGA KEC. SUMUR BANDUNG,BANDUNG,,,,,,,,,,,,,,,,09-FEB-23 09.08.16.200000000 PM
7255,12003584819,71141033155,,MJ CELL MBL,Bandung (Kab),Approved,2012023,Approval Completed,,,,,,,"MJ CELL, RINGGIR WANGI, DAMPIT RT02/04",KEC. CICALENGKA,BANDUNG,,,,,,,,,,,,,,,,13-FEB-23 08.58.00.379000000 PM
7256,12003585626,71142834141,,6A3E LAWSON KARTINI RAYA,Depok (Kota),Approved,2012023,Approval Completed,,,,,,,JL. KARTINI NO. 80 RT 001 RW 002,"DEPOK, PANCORAN MAS",DEPOK,,,,,,,,,,,,,,,,02-MAR-23 04.44.38.738000000 PM
7257,12003585628,71142834234,,6A3K LAWSON SAMANHUDI,Jakarta Pusat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,JL. SAMANHUDI NO. 26 RT 005 RW 003,KEL PASAR BARU KEC SAWAH BESAR,JAKARTA PUSAT,,,,,,,,,,,,,,,,02-MAR-23 04.45.24.278000000 PM
7258,12003585630,71142834327,,6A3M LAWSON KEDOYA RAYA,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,KOMP. PT ANEKA ELOK BLOK I NO. 13,KEL KEDOYA SELATAN KEC KEBON JERUK,JAKARTA BARAT,,,,,,,,,,,,,,,,02-MAR-23 04.46.10.261000000 PM
7259,12003585633,71142834420,,6A3G LAWSON PONDOK KELAPA,Jakarta Timur (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,JL. RAYA PONDOK KELAPA BLOK E 10 NO. 7C,"PONDOK KELAPA, DUREN SAWIT",JAKARTA TIMUR,,,,,,,,,,,,,,,,02-MAR-23 04.46.55.786000000 PM
7260,12003585636,71142834513,,6A3F LAWSON MOI,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,GADING SQUARE ITALIAN WALK,JL BOULEVARD BARAT RAYA BLOK B NO. 60-61,"KELAPA GADING BARAT, KELAPA GADING JAKARTA UTARA",,,,,,,,,,,,,,,,02-MAR-23 04.47.41.418000000 PM
7261,12003585639,71143643423,,6A3I LAWSON BEACH VIEW,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,,,,,,,RUKAN THE BEACH NO. 28,KEL KAMAL MUARA KEC PENJARINGAN,JAKARTA UTARA,,,,,,,,,,,,,,,,02-MAR-23 04.58.17.475000000 PM
7262,12003585643,71144456599,,6AK3 LAWSON SHOP AMARA PONDOK CABE,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,,,,,,,JL. PONDOK CABE RAYA RT 005 RW 002,KEL PONDOK CABE KEC PAMULANG,TANGERANG SELATAN,,,,,,,,,,,,,,,,02-MAR-23 05.02.51.506000000 PM
7263,12003585647,71141818314,,6A3H LAWSON ANIVA JUNCTION,Tangerang (Kab),Approved,2012023,Approval Completed,,,,,,,RUKO ANIVA JUNCTION BLOK I NO 8-9,KEL MEDANG KEC PAGEDANGAN,PAGEDANGAN,,,,,,,,,,,,,,,,02-MAR-23 04.25.21.741000000 PM
7264,12003585650,71142834606,,6A3J LAWSON BERINGIN RAYA,Tangerang (Kota),Approved,2012023,Approval Completed,,,,,,,RUKO BERINGIN RAYA NO. 29/52 RT 006 RW 003,KEL KARAWACI BARU KEC KARAWACI,TANGERANG,,,,,,,,,,,,,,,,02-MAR-23 04.48.27.155000000 PM
7265,12003585655,71142834799,,6AM9 LAWSON SHOP H MANSYUR,Tangerang (Kota),Approved,2012023,Approval Completed,,,,,,,JL. H. MANSYUR RT.006 RW.004,KEL GONDRONG KEC CIPONDOH,TANGERANG,,,,,,,,,,,,,,,,02-MAR-23 04.49.12.695000000 PM
7266,12003585656,71142834892,,6A3L LAWSON FORTUNE,Tangerang (Kota),Approved,2012023,Approval Completed,,,,,,,RUKO FORTUNE 8 BLOK FB/A NO. 7,"KEL SUDIMARA PINANG, KEC PINANG",TANGERANG,,,,,,,,,,,,,,,,02-MAR-23 04.53.43.254000000 PM
7267,12003585692,71141818221,,1VQ4 ALFAMART SPBU RAWAJITU,Tulang Bawang (Kab),Approved,2012023,Approval Completed,,,,,,,JL. KENANGA RT. 001 RW.005 GEDUNG KARYA JITU,KEC RAWAJITU SELATAN,TULANG BAWANG,,,,,,,,,,,,,,,,15-FEB-23 04.00.01.552000000 PM
7268,12003585695,71141557310,,1VQ5 ALFAMART NEGERI JAYA,Way Kanan (Kab),Approved,2012023,Approval Completed,,,,,,,KAMPUNG NEGERI JAYA RT 003 RW 002,KEL NEGERI JAYA KEC NEGERI BESAR,WAY KANAN,,,,,,,,,,,,,,,,15-FEB-23 04.00.01.588000000 PM
7269,12003585697,71145215610,,N938 ALFAMART CIPANJAK,Bandung Barat (Kab),Approved,2012023,Approval Completed,,,,,,,JL CIPANJAK NO 35 RT 03 RW 11,KEL CIGUGURGIRANG KEC PAROMPONG,BANDUNG BARAT,,,,,,,,,,,,,,,,21-MAR-23 09.34.15.499000000 PM
7270,12003585699,71141818035,,N939 ALFAMART CIJAWA,Bandung Barat (Kab),Approved,2012023,Approval Completed,,,,,,,JALAN CIJAWA,KEL SUKAHAJI KEC CIPEUNDEUY,BANDUNG BARAT,,,,,,,,,,,,,,,,21-MAR-23 09.08.24.515000000 PM
7271,12003585712,71143644511,,UD. RISKI MANDIRI,Bekasi (Kota),Approved,2012023,Approval Completed,,,,,,,KP RAWA BEBEK HARAPAN BARU REGENCY RT 003 RW 012,KOTA BARU,BEKASI,,,,,,,,,,,,,,,,21-FEB-23 10.41.42.971000000 AM
7272,12003585813,71142827880,,1J2Y ALFAMART PATROL BARU,Indramayu (Kab),Approved,2012023,Approval Completed,,,,,,,JL KARANGANYAR I RT 001 RW 001,KEL PATROL BARU KEC PATROL,INDRAMAYU,,,,,,,,,,,,,,,,23-MAR-23 06.22.25.341000000 PM
7273,12003585838,71142827973,,VA32 ALFAMART SINDANG SINOR,Kuningan (Kab),Approved,2012023,Approval Completed,,,,,,,DESA SINDANG DUSUN III RT 013 RW 003,KEL SINDANG KEC LEBAKWANGI,KUNINGAN,,,,,,,,,,,,,,,,21-MAR-23 09.14.16.267000000 PM
7274,12003585842,71142828031,,VA31 ALFAMART LURAGUNG TONGOH,Kuningan (Kab),Approved,2012023,Approval Completed,,,,,,,JL. RAYA LURAGUNG DUSUN PUHUN RT. 004 RW. 002,KEL LURAGUNG TONGGOH KEC. LURAGUNG,KUNINGAN,,,,,,,,,,,,,,,,21-MAR-23 09.14.38.257000000 PM
7275,12004011232,71146860520,,CULINAIR LASHIRA,Banjarmasin (Kota),Approved,2012023,Approval Completed,,,,,,,JL BENUA ANYAR,KEL BANUA ANYAR KEC BANJARMASIN TIMUR,BANJARMASIN,,,,,,,,,,,,,,,,03-MAR-23 04.49.42.791000000 PM
7276,12004011249,71146860334,,TB MITRA ROYAL MEMBANGUN,Tabalong (Kab),Approved,2012023,Approval Completed,,,,,,,JL ANGGREK RAYA NO 1,TABALONG,,,,,,,,,,,,,,,,,03-MAR-23 05.24.31.859000000 PM
7277,12004011250,71147020074,,1Y7P ALFAMART IR. SOEKARNO 138,Minahasa Utara (Kab),Approved,2012023,Approval Completed,,,,,,,JL. IR SOEKARNO NO.138,KEL KOLONGAN KEC KALAWA,MINAHASA UTARA,,,,,,,,,,,,,,,,11-MAR-23 07.00.02.053000000 AM
7278,12004011257,71146769669,,1Y7Q ALFAMART  KS TUBUN 119,Kotamobagu (Kota),Approved,2012023,Approval Completed,,,,,,,JL KS TUBUN NO 119,KEL SININDIAN KEC KOTAMOBAGU TIMUR,KOTAMOBAGU,,,,,,,,,,,,,,,,11-MAR-23 07.00.02.021000000 AM
7279,12004011281,71146618783,,SMK ATTAQWA 05 KEBALEN,Bekasi (Kab),Approved,2012023,Approval Completed,,,,,,,JL WARUNG AYU RT 05 RW 03,KEL KEBALEN KEC BABELAN,BEKASI,,,,,,,,,,,,,,,,07-MAR-23 02.32.52.485000000 PM
7280,12004011297,71146118223,,1YZ1 ALFAMART MDO DEPO GORONTALO 1 ANDROID,Minahasa Utara (Kab),Approved,2012023,Partial Approval Completed,,,,,,,PT. SUMBER ALFARIA TRIJAYA (1YZ1),JL. RAYA WORANG BYPASS KEL KARAGESAN,KEC KAUDITAN MINAHASA UTARA,,,,,,,,,,,,,,,,24-FEB-23 08.41.24.041000000 AM
7281,12004011300,71146118316,,1YZ1 ALFAMART MDO DEPO GORONTALO 2 ANDROID,Minahasa Utara (Kab),Approved,2012023,Partial Approval Completed,,,,,,,PT. SUMBER ALFARIA TRIJAYA ( 1YZ1 ),JL. RAYA WORANG BYPASS DESA KARAGESAN,"KEC KAUDITAN, MINAHASA UTARA",,,,,,,,,,,,,,,,24-FEB-23 08.41.24.735000000 AM
7282,12004011305,71146118409,,1YZ1 ALFAMART MDO DEPO GORONTALO 3 ANDROID,Minahasa Utara (Kab),Approved,2012023,Partial Approval Completed,,,,,,,PT. SUMBER ALFARIA TRIJAYA ( 1YZ1 ),JL. RAYA WORANG BYPASS DESA KARAGESAN,KEC. KAUDITAN MINAHASA UTARA,,,,,,,,,,,,,,,,24-FEB-23 08.41.25.405000000 AM
7283,12004011306,71146118502,,1YZ1 ALFAMART MDO DEPO GORONTALO 4 ANDROID,Minahasa Utara (Kab),Approved,2012023,Partial Approval Completed,,,,,,,PT. SUMBER ALFARIA TRIJAYA ( 1YZ1 ),JL. RAYA WORANG BYPASS KEL KARAGESAN,"KEC KAUDITAN, MINAHASA UTARA",,,,,,,,,,,,,,,,24-FEB-23 08.41.26.104000000 AM
7284,12004011310,71146769762,,1YZ1 ALFAMART MDO DEPO GORONTALO 5 ANDROID,Minahasa Utara (Kab),Approved,2012023,Partial Approval Completed,,,,,,,PT. SUMBER ALFARIA TRIJAYA ( 1YZ1 ),JL. RAYA WORANG BYPASS KEL KARAGESAN,"KEC KAUDITAN, MINAHASA UTARA",,,,,,,,,,,,,,,,27-FEB-23 08.53.12.047000000 AM
7285,12004011313,71148602435,,DEWI SRI HOTEL - PAYMENT LINK,Badung (Kab),Approved,2012023,Approval Completed,,,,,,,JL DEWI SRI LEGIAN,DESA LEGIAN KEC KUTA,BADUNG,,,,,,,,,,,,,,,,03-MAR-23 09.00.01.953000000 AM
7286,12004011919,71145676869,,RS PMI BGR-FARMASI AFIAT 1 MBL,Bogor (Kota),Approved,2012023,Approval Completed,,,,,,,RS. PMI BOGOR FARMASI PMI AFIAT,JL RAYA PAJAJARAN KEL BABAKAN KEC BOGOR TENGAH B,BOGOR,,,,,,,,,,,,,,,,23-FEB-23 08.21.35.502000000 PM
7287,12004012433,71145676962,,MANDE ELOK MBL,Bogor (Kab),Approved,2012023,Approval Completed,,,,,,,MANDE ELOK KAVLING BOULEVARD,CLUSTER DENHAG BLOK P1 DAN 2 KOTA WISATA,"KEL CIANGSAN, BOGOR",,,,,,,,,,,,,,,,24-FEB-23 09.13.35.729000000 PM
7288,12004012466,71146860055,,WANGI BAKAR TUNGKU X ES PUTAR PAPABON,Makassar (Kota),Approved,2012023,Approval Completed,,,,,,,JL MIRAH SERUNI SQUARE NO NN,MAKASSAR,,,,,,,,,,,,,,,,,01-MAR-23 04.19.18.674000000 PM
7289,12004014046,71148602528,,BILIQ SEMINYAK - PAYMENT LINK,Badung (Kab),Approved,2012023,Approval Completed,,,,,,,JL. YUDISTIRA NO. 3A,KEL SEMINYAK KEC KUTA,BADUNG,,,,,,,,,,,,,,,,03-MAR-23 09.00.01.963000000 AM
7290,12004014058,71148603430,,BILIQ SUNSET OFFICE - PAYMENT LINK,Badung (Kab),Approved,2012023,Approval Completed,,,,,,,"SUNSET ROAD 819, BALI RUKO",SUNSET INDAH II NO. 10 KUTA,BADUNG,,,,,,,,,,,,,,,,03-MAR-23 09.00.01.925000000 AM
7291,12004014104,71148603995,,BILIQ COLIVING SPACE - PAYMENT LINK,Badung (Kab),Approved,2012023,Approval Completed,,,,,,,JL. DEWI SARASWATI III NO. 77 BR. BASANGKASA,KEL SEMINYAK KEC KUTA,BADUNG,,,,,,,,,,,,,,,,03-MAR-23 09.00.01.970000000 AM
7292,12004014652,71148604053,, PEDOMAN TRAVEL - PAYMENT LINK,Surabaya (Kota),Approved,2012023,Approval Completed,,,,,,,JL. KAYOON NO. 11 C,KEC GENTENG,SURABAYA,,,,,,,,,,,,,,,,03-MAR-23 09.00.01.960000000 AM
7293,12004014950,71146618876,,SAFE AUTOMATIC CAR WASH,Denpasar (Kota),Approved,2012023,Approval Completed,,,,,,,JL BY PASS GATOT SUBROTO 26,KEL KESIMAN KERTALANGU KEC DENPASAR TIMUR,DENPASAR,,,,,,,,,,,,,,,,28-FEB-23 10.11.32.674000000 PM
7294,12004016319,71146476591,,TB SABAR MUDA,Madiun (Kota),Approved,2012023,Approval Completed,,,,,,,JL SETIA BUDI TIMUR NO 45,KEL KANIGORO KEC KARTOHARJO,MADIUN,,,,,,,,,,,,,,,,28-FEB-23 10.37.17.507000000 PM
7295,12004016757,71146860427,,SAGA CAFE,Jayapura (Kota),Approved,2012023,Approval Completed,,,,,,,JLN RAYA ABEPURA,HEDAM,JAYAPURA,,,,,,,,,,,,,,,,02-MAR-23 05.04.30.987000000 PM
7296,12004017869,71146769855,,I873 ALFAMART KARANGLEWAS,Purbalingga (Kab),Approved,2012023,Approval Completed,,,,,,,JL. RAYA KUTASARI TOBONG RT 07 RW 03,KEL KARANGLEWAS KEC KUTASARI,PURBALINGGA,,,,,,,,,,,,,,,,11-MAR-23 07.00.02.051000000 AM
7297,12004017885,71146769948,,W697 ALFAMART KOTA BARU,Banda Aceh (Kota),Approved,2012023,Approval Completed,,,,,,,JL T P NYAK MAKAM,KEL KOTA BARU KEC KUTA ALAM,BANDA ACEH,,,,,,,,,,,,,,,,11-MAR-23 07.00.02.102000000 AM
7298,12004017886,71146770053,,W698 ALFAMART LUENG BATA,Banda Aceh (Kota),Approved,2012023,Approval Completed,,,,,,,JL. TGK IMUM LUENG BATA,KEL LUENG BATA KEC LUENG BATA,BANDA ACEH,,,,,,,,,,,,,,,,11-MAR-23 07.00.02.087000000 AM
