|APLC_SEQ_NO|MID        |TID     |MERCHANT NAME                         |CITY                               |PROSES PENGAJUAN APLIKASI|TGL APLIKASI MASUK     |STATUS APLIKASI           |STATUS WR        |STATUS WO|PROVIDER_TYP|TMNL_STATUS |TMNL_MODEL|SNO                 |MER_DTL_ADDR1                                   |MER_DTL_ADDR2                                   |MER_DTL_ADDR3                                 |MID_BRI     |MID_BNI        |MID_BTN        |MID_ASTRAPAY|MID_DANAMON|MID_BSI|MID_OCBC|TID_BRI |TID_BNI |TID_BTN |TID_ASTRAPAY|TID_DANAMON|TID_BSI|TID_OCBC|MEMBER_BANK             |
|12002597911|71130831159|74553187|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427010753|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083957|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553188|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427549533|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083958|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553189|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427550321|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083959|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553190|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427552066|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083960|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553191|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427553074|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083961|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553192|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427553285|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083962|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553193|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427555180|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083963|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553194|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427555605|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083964|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553195|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427555976|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083965|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553196|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427556408|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083966|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553197|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427557311|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083967|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553198|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |Withdrawal        |MOVE2500  |17303231246427557866|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083968|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553199|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427558318|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083969|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553200|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427558405|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083970|        |            |           |       |        |SINGLE BNI              |
|12002597911|71130831159|74553201|INDOGROSIR CIKOKOL                    |Tangerang (Kota)                   |                         |2023-01-04 15:02:41.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |17303231246427558890|JL.MH THAMRIN                                   |KELURAHAN CIKOKOL KECAMATAN TANGERANG           |TANGERANG                                       |            |000100214900839|               |            |           |       |        |        |14083973|        |            |           |       |        |SINGLE BNI              |
|12002597918|71131256791|74557301|TLTSN BINTARO XCHANGE                 |Tangerang Selatan (Kota)           |                         |2023-01-04 15:06:13.000|Approval Completed        |OPEN - SCHEDULED |Pending - Customer|Telkomsel   |On Deployment     |MOVE2500  |27303231246427573249|BINTARO JAYA CBD GROUND FLOOR UNIT 213A BLOK O  |JL SEKTOR VII NO.2,TA                           |TANGERANG SELATAN                               |            |000100214901661|               |            |           |       |        |        |14166136|        |            |           |       |        |SINGLE BNI              |
|12002597922|71131256884|74557302|TLTSN MARGO CITY DEPOK                |Depok (Kota)                       |                         |2023-01-04 15:09:05.000|Approval Completed        |CLOSE - COMPLETED|Complete          |Telkomsel   |On Operation      |MOVE2500  |27303231246427579386|MALL MARGO CITY 1ST FLOOR UNIT FL1-35           |JLN .MARGONDA RAYA NO.358                       |DEPOK                                           |            |000100214901660|               |            |           |       |        |        |14166036|        |            |           |       |        |SINGLE BNI              |
|12002599026|71131256977|74557303|RAMENYA SENAYAN PARK                  |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-04 15:59:00.000|Approval Completed        |CLOSE - COMPLETED|Complete          |Telkomsel   |On Operation      |MOVE2500  |47303231246427615763|PT MAJU MAPAN YIC FIRST FLOOR UNIT 01-05        |JL. GERBANG PEMUDA NO.3 RT.1/RW.3               |KEL GELORA KEC TANAH ABANG, JAKARTA PUSAT       |            |000100210901153|               |            |           |       |        |        |10115323|        |            |           |       |        |SINGLE BNI              |
|12002599038|71131257035|74557304|INFORMA LP MEDAN                      |Deli Serdang (Kab)                 |                         |2023-01-04 16:13:23.000|Approval Completed        |CLOSE - COMPLETED|Complete          |Telkomsel   |On Operation      |MOVE2500  |27303231246427011008|AL AZHAR KELAPA GADING, JL BOULEVARD TIMUR      |KEL PEGANGSAAN DUA KEC KELAPA GADING            |JAKARTA UTARA                                   |            |000100201180551|               |            |           |       |        |        |01055199|        |            |           |       |        |SINGLE BNI              |
|12002599038|71131257035|74557305|INFORMA LP MEDAN                      |Deli Serdang (Kab)                 |                         |2023-01-04 16:13:23.000|Approval Completed        |CLOSE - COMPLETED|Complete          |Telkomsel   |On Operation      |MOVE2500  |27303231246427031696|AL AZHAR KELAPA GADING, JL BOULEVARD TIMUR      |KEL PEGANGSAAN DUA KEC KELAPA GADING            |JAKARTA UTARA                                   |            |000100201180551|               |            |           |       |        |        |01055200|        |            |           |       |        |SINGLE BNI              |
|12002599045|71131257221|74557307|ERAFONE HASANUDDIN                    |Gowa (Kab)                         |                         |2023-01-04 16:16:44.000|Approval Completed        |CLOSE - COMPLETED|Complete          |Telkomsel   |On Operation      |MOVE2500  |17303231246427001308|PT ERAFONE ARTHA RETAILINDO                     |JL. SULTAN HASANUDDIN                           |KEL. PANDANG PANDANG KEC. SOMBA OPUGOWA         |            |000100207037995|               |            |           |       |        |        |07799501|        |            |           |       |        |SINGLE BNI              |
|12002599062|71131257314|74557308|INFORMA ELT LP MEDAN                  |Deli Serdang (Kab)                 |                         |2023-01-04 16:19:51.000|Approval Completed        |CLOSE - COMPLETED|Complete          |Telkomsel   |On Operation      |MOVE2500  |17303231246427551254|PT. HOME CENTER INDONESIA GEDUNG LIVING PLAZA   |JL. CEMARA ASRI NO. 18A                         |MEDAN ESTATE, PERCUT SEI TUA, DELI SERDANG      |            |000100201180569|               |            |           |       |        |        |01056999|        |            |           |       |        |SINGLE BNI              |
|12002599074|71131257407|74557309|ROBINSON MART DEPOK                   |Depok (Kota)                       |                         |2023-01-04 16:24:55.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |27303231246427579496|JL.MARGONDA RAYA PLAZA                          |DEPOK                                           |                                                |            |000100012400396|               |            |           |       |        |        |20039604|        |            |           |       |        |SINGLE BNI              |
|12002599074|71131257407|74557310|ROBINSON MART DEPOK                   |Depok (Kota)                       |                         |2023-01-04 16:24:55.000|Approval Completed        |CLOSE - COMPLETED|Complete          |XL          |On Operation      |MOVE2500  |27303231246427579500|JL.MARGONDA RAYA PLAZA                          |DEPOK                                           |                                                |            |000100012400396|               |            |           |       |        |        |20039605|        |            |           |       |        |SINGLE BNI              |
|12002570537|71133311539|74577967|MIDI VC39 JATISARI                    |Bekasi (Kota)                      |                         |2023-01-04 05:54:39.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM BUMI DIRGANTARA PERMAI BLOK AW/ 2         |KEL. JATISARI KEC. JATIASIH                     |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570537|71133311539|74577968|MIDI VC39 JATISARI                    |Bekasi (Kota)                      |                         |2023-01-04 05:54:39.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM BUMI DIRGANTARA PERMAI BLOK AW/ 2         |KEL. JATISARI KEC. JATIASIH                     |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570537|71133311539|        |MIDI VC39 JATISARI                    |Bekasi (Kota)                      |Approved                 |2023-01-04 05:54:39.000|Partial Approval Completed|                 |                  |            |                  |          |                    |PERUM BUMI DIRGANTARA PERMAI BLOK AW/ 2         |KEL. JATISARI KEC. JATIASIH                     |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570538|71133311632|74577969|MIDI VC40 JATIMAKMUR                  |Bekasi (Kota)                      |                         |2023-01-04 05:59:12.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. DURIAN RT. 004/ 11                          |KEL. JATIMAKMUR KEC. PONDOK GEDE                |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570538|71133311632|74577970|MIDI VC40 JATIMAKMUR                  |Bekasi (Kota)                      |                         |2023-01-04 05:59:12.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. DURIAN RT. 004/ 11                          |KEL. JATIMAKMUR KEC. PONDOK GEDE                |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570538|71133311632|74577971|MIDI VC40 JATIMAKMUR                  |Bekasi (Kota)                      |                         |2023-01-04 05:59:12.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. DURIAN RT. 004/ 11                          |KEL. JATIMAKMUR KEC. PONDOK GEDE                |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570538|71133311632|        |MIDI VC40 JATIMAKMUR                  |Bekasi (Kota)                      |Approved                 |2023-01-04 05:59:12.000|Partial Approval Completed|                 |                  |            |                  |          |                    |JL. DURIAN RT. 004/ 11                          |KEL. JATIMAKMUR KEC. PONDOK GEDE                |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570539|71133311725|74577972|MIDI VC41 CIPETE RAYA                 |Bekasi (Kota)                      |                         |2023-01-04 06:17:32.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. CIPETE RAYA RT 003/05                       |KEL. MUSTIKA SARI, KEC. MUSTIKA JAYA            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570539|71133311725|74577973|MIDI VC41 CIPETE RAYA                 |Bekasi (Kota)                      |                         |2023-01-04 06:17:32.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. CIPETE RAYA RT 003/05                       |KEL. MUSTIKA SARI, KEC. MUSTIKA JAYA            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570539|71133311725|74577974|MIDI VC41 CIPETE RAYA                 |Bekasi (Kota)                      |                         |2023-01-04 06:17:32.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. CIPETE RAYA RT 003/05                       |KEL. MUSTIKA SARI, KEC. MUSTIKA JAYA            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570539|71133311725|        |MIDI VC41 CIPETE RAYA                 |Bekasi (Kota)                      |Approved                 |2023-01-04 06:17:32.000|Partial Approval Completed|                 |                  |            |                  |          |                    |JL. CIPETE RAYA RT 003/05                       |KEL. MUSTIKA SARI, KEC. MUSTIKA JAYA            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570540|71133311818|74577975|MIDI VC43 HAJI NAIN                   |Bekasi (Kota)                      |                         |2023-01-04 06:27:52.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |KP. KALIABANG TENGAH RT. 030/15                 |KEL KALIABANG TENGAH KEC BEKASI UTARA           |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570540|71133311818|74577976|MIDI VC43 HAJI NAIN                   |Bekasi (Kota)                      |                         |2023-01-04 06:27:52.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |KP. KALIABANG TENGAH RT. 030/15                 |KEL KALIABANG TENGAH KEC BEKASI UTARA           |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570540|71133311818|74577977|MIDI VC43 HAJI NAIN                   |Bekasi (Kota)                      |                         |2023-01-04 06:27:52.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |KP. KALIABANG TENGAH RT. 030/15                 |KEL KALIABANG TENGAH KEC BEKASI UTARA           |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570540|71133311818|        |MIDI VC43 HAJI NAIN                   |Bekasi (Kota)                      |Approved                 |2023-01-04 06:27:52.000|Partial Approval Completed|                 |                  |            |                  |          |                    |KP. KALIABANG TENGAH RT. 030/15                 |KEL KALIABANG TENGAH KEC BEKASI UTARA           |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570541|71133311911|74577978|MIDI VC45 RUKO COURTYARD              |Karawang (Kab)                     |                         |2023-01-04 06:46:08.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM GALUH MAS CLUSTER PRIMROSE RT 002 RW 007  |KEL PUSEURJAYA KEC TELUK JAMBE TIMUR            |KARAWANG                                        |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570541|71133311911|74577979|MIDI VC45 RUKO COURTYARD              |Karawang (Kab)                     |                         |2023-01-04 06:46:08.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM GALUH MAS CLUSTER PRIMROSE RT 002 RW 007  |KEL PUSEURJAYA KEC TELUK JAMBE TIMUR            |KARAWANG                                        |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570541|71133311911|74577980|MIDI VC45 RUKO COURTYARD              |Karawang (Kab)                     |                         |2023-01-04 06:46:08.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM GALUH MAS CLUSTER PRIMROSE RT 002 RW 007  |KEL PUSEURJAYA KEC TELUK JAMBE TIMUR            |KARAWANG                                        |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570541|71133311911|        |MIDI VC45 RUKO COURTYARD              |Karawang (Kab)                     |Approved                 |2023-01-04 06:46:08.000|Partial Approval Completed|                 |                  |            |                  |          |                    |PERUM GALUH MAS CLUSTER PRIMROSE RT 002 RW 007  |KEL PUSEURJAYA KEC TELUK JAMBE TIMUR            |KARAWANG                                        |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570542|71133312069|74577981|MIDI VC47 MEKARSARI TAMBUN            |Bekasi (Kab)                       |                         |2023-01-04 06:51:45.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. TAMBUN TAMBELANG MEKARSARI BARAT            |RT 005 RW 016 KEL MEKARSARI KEC TAMBUN SELATAN  |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570542|71133312069|74577982|MIDI VC47 MEKARSARI TAMBUN            |Bekasi (Kab)                       |                         |2023-01-04 06:51:45.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. TAMBUN TAMBELANG MEKARSARI BARAT            |RT 005 RW 016 KEL MEKARSARI KEC TAMBUN SELATAN  |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570542|71133312069|74577983|MIDI VC47 MEKARSARI TAMBUN            |Bekasi (Kab)                       |                         |2023-01-04 06:51:45.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. TAMBUN TAMBELANG MEKARSARI BARAT            |RT 005 RW 016 KEL MEKARSARI KEC TAMBUN SELATAN  |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570542|71133312069|        |MIDI VC47 MEKARSARI TAMBUN            |Bekasi (Kab)                       |Approved                 |2023-01-04 06:51:45.000|Partial Approval Completed|                 |                  |            |                  |          |                    |JL. TAMBUN TAMBELANG MEKARSARI BARAT            |RT 005 RW 016 KEL MEKARSARI KEC TAMBUN SELATAN  |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570543|71133312162|74577984|MIDI VC48 WARAKAS 2                   |Jakarta Utara (Kota Administrasi)  |                         |2023-01-04 06:57:05.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL.WARAKAS NO.11 RT.001/004                     |KEL.WARAKAS KEC.TANJUNG PRIOK                   |JAKARTA UTARA                                   |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570543|71133312162|74577985|MIDI VC48 WARAKAS 2                   |Jakarta Utara (Kota Administrasi)  |                         |2023-01-04 06:57:05.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL.WARAKAS NO.11 RT.001/004                     |KEL.WARAKAS KEC.TANJUNG PRIOK                   |JAKARTA UTARA                                   |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570543|71133312162|74577986|MIDI VC48 WARAKAS 2                   |Jakarta Utara (Kota Administrasi)  |                         |2023-01-04 06:57:05.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL.WARAKAS NO.11 RT.001/004                     |KEL.WARAKAS KEC.TANJUNG PRIOK                   |JAKARTA UTARA                                   |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570543|71133312162|        |MIDI VC48 WARAKAS 2                   |Jakarta Utara (Kota Administrasi)  |Approved                 |2023-01-04 06:57:05.000|Partial Approval Completed|                 |                  |            |                  |          |                    |JL.WARAKAS NO.11 RT.001/004                     |KEL.WARAKAS KEC.TANJUNG PRIOK                   |JAKARTA UTARA                                   |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570544|71133312255|74577987|MIDI VC49 VILLA BEKASI INDAH          |Bekasi (Kab)                       |                         |2023-01-04 07:03:33.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. VILLA BEKASI INDAH RT 004 RW 001            |KEL. JEJALEN JAYA , KEC. TAMBUN SELATAN         |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570544|71133312255|74577988|MIDI VC49 VILLA BEKASI INDAH          |Bekasi (Kab)                       |                         |2023-01-04 07:03:33.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. VILLA BEKASI INDAH RT 004 RW 001            |KEL. JEJALEN JAYA , KEC. TAMBUN SELATAN         |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570544|71133312255|74577989|MIDI VC49 VILLA BEKASI INDAH          |Bekasi (Kab)                       |                         |2023-01-04 07:03:33.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. VILLA BEKASI INDAH RT 004 RW 001            |KEL. JEJALEN JAYA , KEC. TAMBUN SELATAN         |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570544|71133312255|        |MIDI VC49 VILLA BEKASI INDAH          |Bekasi (Kab)                       |Approved                 |2023-01-04 07:03:33.000|Partial Approval Completed|                 |                  |            |                  |          |                    |JL. VILLA BEKASI INDAH RT 004 RW 001            |KEL. JEJALEN JAYA , KEC. TAMBUN SELATAN         |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570546|71133312348|74577990|MIDI VC50 DUTA HARAPAN                |Bekasi (Kota)                      |                         |2023-01-04 07:11:55.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM DUTA HARAPAN JL. BOULEVARD BARAT RW.016   |KEL. HARAPAN BARU KEC. BEKASI UTARA             |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570546|71133312348|74577991|MIDI VC50 DUTA HARAPAN                |Bekasi (Kota)                      |                         |2023-01-04 07:11:55.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM DUTA HARAPAN JL. BOULEVARD BARAT RW.016   |KEL. HARAPAN BARU KEC. BEKASI UTARA             |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570546|71133312348|74577992|MIDI VC50 DUTA HARAPAN                |Bekasi (Kota)                      |                         |2023-01-04 07:11:55.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |PERUM DUTA HARAPAN JL. BOULEVARD BARAT RW.016   |KEL. HARAPAN BARU KEC. BEKASI UTARA             |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570546|71133312348|        |MIDI VC50 DUTA HARAPAN                |Bekasi (Kota)                      |Approved                 |2023-01-04 07:11:55.000|Partial Approval Completed|                 |                  |            |                  |          |                    |PERUM DUTA HARAPAN JL. BOULEVARD BARAT RW.016   |KEL. HARAPAN BARU KEC. BEKASI UTARA             |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
|12002570547|71133312441|74577993|MIDI VC52 MANGUN JAYA 2               |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-04 07:18:13.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. SILUMAN/ PENDIDIKAN MANGUN JAYA RT. 005/ 013|KEL. MANGUN JAYA KEC. TAMBUN SELATAN            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570547|71133312441|74577994|MIDI VC52 MANGUN JAYA 2               |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-04 07:18:13.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. SILUMAN/ PENDIDIKAN MANGUN JAYA RT. 005/ 013|KEL. MANGUN JAYA KEC. TAMBUN SELATAN            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570547|71133312441|74577995|MIDI VC52 MANGUN JAYA 2               |Jakarta Pusat (Kota Administrasi)  |                         |2023-01-04 07:18:13.000|Merchant Analyst          |OPEN - WAREHOUSE |                  |Telkomsel   |New Request       |          |                    |JL. SILUMAN/ PENDIDIKAN MANGUN JAYA RT. 005/ 013|KEL. MANGUN JAYA KEC. TAMBUN SELATAN            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |SINGLE BMRI             |
|12002570547|71133312441|        |MIDI VC52 MANGUN JAYA 2               |Jakarta Pusat (Kota Administrasi)  |Approved                 |2023-01-04 07:18:13.000|Partial Approval Completed|                 |                  |            |                  |          |                    |JL. SILUMAN/ PENDIDIKAN MANGUN JAYA RT. 005/ 013|KEL. MANGUN JAYA KEC. TAMBUN SELATAN            |BEKASI                                          |            |               |               |            |           |       |        |        |        |        |            |           |       |        |                        |
